timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0180511522408614,9.21049135565785,0,0
150,0.0224830576855858,NaN,NaN,NaN
350,0.0417698779265513,NaN,NaN,NaN
400,NaN,NaN,0.0474491422332815,NaN
450,NaN,10.3174274116634,NaN,0.000321389745767479
550,0.0681702613136641,NaN,NaN,NaN
750,0.135886543878474,NaN,NaN,NaN
800,NaN,NaN,0.199607676303533,NaN
850,NaN,9.66562081107373,NaN,NaN
900,NaN,NaN,NaN,0.010625202759896
950,0.2060084742846,NaN,NaN,NaN
1000,0.241409927306399,NaN,0.342033902580681,NaN
1500,0.744767258855847,8.57374336445933,0.866859943748568,0.208888746832966
2000,1.06178359187934,6.84546827523952,1.55674349862518,0.655204482107294
2500,1.08149360881063,5.47985128071136,1.46243388276298,1.00508026749576
3000,1.05994354259412,4.51898295109067,NaN,0.992176140838473
3500,NaN,NaN,1.04339278834961,NaN
4000,NaN,2.42074677973831,1.19416522874653,0.766562950494271
4500,NaN,2.00069079615457,NaN,0.487019767668248
5000,NaN,NaN,0.866079372280095,NaN
5500,NaN,NaN,NaN,0.362686132762108
6000,NaN,0.856029429350954,0.690267915203126,NaN
7000,NaN,0.481925093276131,0.564302943736893,0.165774126428602
8500,NaN,0.231594669243815,0.376273665545822,0.0926137907787908
