timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0186692700939584,10.4127039353985,0,0
80,NaN,9.29287527272713,NaN,NaN
150,NaN,10.2670346627118,NaN,NaN
250,NaN,8.47868998254397,NaN,NaN
350,0.157870322136819,6.94138292135968,NaN,NaN
400,NaN,NaN,3.43869648160329,0.0438079606605026
450,NaN,5.43017257169828,NaN,NaN
550,NaN,3.94337509587932,NaN,NaN
700,NaN,1.96559513083211,NaN,NaN
750,0.532778897837155,NaN,NaN,NaN
800,NaN,NaN,6.90024277087458,0.693780504155641
850,NaN,0.718360642819504,NaN,NaN
1000,0.569112684748547,0.205427869892249,7.58747454884417,NaN
1500,0.667424363769524,0.0124289805989475,5.79103342640222,1.58058505072008
2000,0.669206119959732,NaN,5.91357730231863,1.54728660998252
2500,0.634160500492759,NaN,NaN,NaN
3000,0.56201317053757,NaN,4.31911861032598,0.91747389647299
3500,NaN,NaN,4.15586115780144,0.816779948430747
4000,0.662558022336887,NaN,3.40619703040382,NaN
4500,NaN,NaN,NaN,0.498327237549148
5000,0.64784495403742,NaN,3.30234172978835,0.454664005358372
6000,0.616262737924218,NaN,2.80582005925198,NaN
6500,NaN,NaN,NaN,0.249653211164062
7000,0.635606824354737,NaN,2.43850872184678,NaN
7500,NaN,NaN,NaN,0.186571994588694
8500,0.627870873356209,NaN,1.72398000828119,NaN
