timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0221831099174099,10.2938297281197,0,0
200,NaN,9.68038344950655,NaN,NaN
350,NaN,9.43639364940179,NaN,NaN
400,0.0187815822249776,NaN,0.321645780162307,0.000552052018025371
550,NaN,8.72039762941496,NaN,NaN
750,NaN,8.61076604544978,NaN,0.0021121277815454
800,0.0193312191334503,NaN,NaN,NaN
850,NaN,NaN,0.680045674443373,NaN
950,NaN,9.85638319006834,NaN,NaN
1000,0.0187499783386628,8.62229310961678,NaN,0.00382040505353264
1500,0.0190329938345415,9.05944813323786,1.06937621399363,0.00892162127531589
2000,0.0538469716727274,8.05968063930711,1.49803950612325,0.0154947951762527
2500,0.570076567869507,5.20389674254191,4.48582441275566,0.118462009005751
3000,NaN,0.735184741870558,7.34292565151445,NaN
3500,1.08994232125926,NaN,6.30687166963369,0.375404046845952
4000,1.00760584998404,0.0174664558467127,NaN,0.258156783345928
4500,NaN,NaN,3.72810072504271,NaN
5000,0.96743962197684,NaN,NaN,0.128853513922638
5500,NaN,NaN,3.59542983559876,NaN
6000,1.20115029831727,NaN,NaN,0.0928558668342912
7000,0.993628261143201,NaN,2.49350563360088,0.0619181201744309
8000,NaN,NaN,2.42401939672409,NaN
8500,1.01517930665634,NaN,NaN,NaN
