timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0192127902471006,10.805548770418,0,0
70,NaN,9.05556940150997,NaN,NaN
95,0.0297843247702717,NaN,NaN,NaN
150,NaN,10.0337550932564,NaN,NaN
200,0.0536611435720901,8.8798653742151,NaN,NaN
300,0.0930677464059214,8.05598379111789,NaN,NaN
400,0.177109734476609,7.64273045916171,2.51813007991379,0.0274542822799537
500,0.291501406362025,5.84011985649253,NaN,NaN
600,NaN,2.82385086118741,NaN,NaN
650,0.556382231050053,NaN,NaN,NaN
700,NaN,1.75156590006301,NaN,NaN
800,0.652557427368553,NaN,8.24773037158385,NaN
850,NaN,0.488090843399193,NaN,0.877471027627036
950,0.818726744415659,NaN,NaN,NaN
1000,0.712759559456663,0.109734962034067,7.53005651212004,NaN
1500,0.90185963788288,0.010900205600158,7.00021951756706,1.54100639496579
2000,0.92861167474607,NaN,5.8562877580241,1.45942420985779
2500,NaN,NaN,NaN,1.34528359270399
3000,NaN,NaN,4.36359476703477,0.8749263009712
3500,NaN,NaN,3.78056096926605,0.713311476805106
4000,NaN,NaN,3.30946895370811,NaN
4500,NaN,NaN,NaN,0.498320091304417
5000,NaN,NaN,2.89639822472016,NaN
5500,NaN,NaN,NaN,0.362402304177739
6000,NaN,NaN,2.54435963838577,NaN
6500,NaN,NaN,NaN,0.248116703327086
7000,NaN,NaN,2.19699577102677,NaN
8000,NaN,NaN,NaN,0.163148331336154
8500,NaN,NaN,1.82228229329208,NaN
