timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0202380543767125,9.86177136560509,0,0
35,NaN,0.00971269598577449,NaN,NaN
65,NaN,0.00886867019672932,NaN,NaN
100,NaN,0.00983794641672866,NaN,NaN
150,NaN,0.00970851327509249,NaN,NaN
200,0.0351839138757553,0.00965517344345824,NaN,NaN
250,NaN,0.00888781004546002,NaN,NaN
300,NaN,0.0106503516780417,NaN,NaN
350,NaN,NaN,9.92783604740171,0.00706351950819115
400,0.0559945155768052,0.0110047463424009,NaN,NaN
600,0.0997291366482185,NaN,NaN,NaN
700,NaN,NaN,9.37510197862348,NaN
750,NaN,NaN,NaN,0.00593554256456066
850,0.16216671688402,NaN,NaN,NaN
1000,0.213475361995178,NaN,8.92460565968839,0.00609468469335307
1500,0.48267760444112,NaN,8.69261312435489,0.00532553714587208
2000,0.860328383339733,NaN,8.75933054692206,0.00505399290284293
2500,0.963947115236088,NaN,8.62345032896931,0.00507060557495743
3000,1.01711962038765,NaN,8.12979640493453,0.00429942406693636
3500,NaN,NaN,NaN,0.00435188066214526
4000,1.14917844258433,NaN,7.81795539056999,NaN
4500,NaN,NaN,7.42876246518374,0.00383358822110655
5000,NaN,NaN,NaN,0.00358287794143037
5500,NaN,NaN,6.38493676260642,NaN
6000,NaN,NaN,6.84900464400808,0.00277319704930505
7000,NaN,NaN,6.81285411072267,NaN
7500,NaN,NaN,NaN,0.00263087807007579
8500,NaN,NaN,5.85114179712156,NaN
