timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0209024526434507,8.60544300329493,0,0
80,NaN,10.3099466168929,NaN,NaN
150,0.0389510375468829,9.01215164566471,NaN,NaN
250,NaN,8.31742668007899,NaN,NaN
300,0.0831521560452823,NaN,NaN,NaN
350,NaN,8.38907644797447,1.81552552564371,0.0134288074673728
450,0.168218986745878,6.70674512185552,NaN,NaN
550,NaN,4.83016772672269,NaN,NaN
600,0.262176764755741,NaN,NaN,NaN
700,NaN,2.86717408002772,6.18688594775391,0.352015957336706
800,0.484628326383263,NaN,NaN,NaN
850,NaN,1.13866142299768,NaN,NaN
1000,0.779780884896214,0.302284133969049,7.42339036942254,1.10498819682941
1500,0.932998950478632,0.0103870105362764,6.0703498650048,1.53778584874344
2000,1.02174442601852,NaN,6.10515335041674,1.46114504096762
2500,1.1025228078525,NaN,5.17486938841913,1.23904611595094
3000,NaN,NaN,4.54177582023596,1.00800654544085
3500,NaN,NaN,3.76175407651947,0.773219762247603
4000,NaN,NaN,NaN,0.587419903355245
4500,NaN,NaN,3.17704200135977,NaN
5000,NaN,NaN,NaN,0.412275544836265
5500,NaN,NaN,2.60016560834308,NaN
6000,NaN,NaN,NaN,0.2562001706696
6500,NaN,NaN,2.30513488001624,NaN
7500,NaN,NaN,NaN,0.168623596781004
8000,NaN,NaN,2.01146462368607,NaN
