timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.019201840378063,9.86707652993856,0,0
45,NaN,0.0107822411653017,NaN,NaN
90,NaN,0.0103494019183002,NaN,NaN
150,NaN,0.00986608063389741,NaN,NaN
200,NaN,0.0093831478718638,NaN,NaN
250,NaN,0.00960439430041551,NaN,NaN
300,NaN,NaN,10.1053077644131,NaN
350,0.0438237643658336,0.012254389727699,NaN,NaN
400,NaN,NaN,NaN,0.00595533616523219
450,NaN,0.00952942136933297,NaN,NaN
650,NaN,NaN,9.97694084119404,NaN
700,0.252013065033904,NaN,NaN,NaN
800,NaN,NaN,NaN,0.00685900525113522
1000,0.741082650248274,NaN,8.70598667831357,NaN
1500,1.10717621759906,NaN,7.08173948329116,0.006212285578322
2000,1.02304486737701,NaN,8.04698785161287,0.00570837826933241
2500,1.07737376898154,NaN,8.54159636920889,NaN
3000,1.2264185643936,NaN,7.24970400628548,0.00471541994876243
3500,1.09508420972265,NaN,NaN,0.00407562907060405
4000,1.01941793518661,NaN,7.81408927119586,0.00402952025639596
4500,NaN,NaN,7.55607874130752,NaN
5000,1.10607949247559,NaN,NaN,0.00369016352499571
5500,NaN,NaN,7.00279169479498,NaN
6000,1.23203798767362,NaN,NaN,0.00321764138938097
6500,NaN,NaN,6.87348207044482,NaN
7000,1.04944497885523,NaN,NaN,0.00293326833963966
7500,NaN,NaN,5.56532475931236,NaN
8500,1.16974844503678,NaN,NaN,0.0023954990188531
