timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0207236265033668,10.2665086827652,0,0
80,NaN,9.6327734065677,NaN,NaN
150,0.0453615174358963,10.5077037561306,NaN,NaN
250,NaN,8.44287502797883,NaN,NaN
300,0.0860553283664782,NaN,NaN,NaN
350,NaN,8.58144769263146,NaN,NaN
400,NaN,NaN,2.59795456784233,0.0344539230534045
450,0.176649167493293,7.53126709301859,NaN,NaN
550,NaN,4.66570311118781,NaN,NaN
600,0.314623805233148,NaN,NaN,NaN
650,NaN,3.07469108633085,NaN,NaN
800,0.583030230913389,1.23976198815,8.70717948918457,NaN
850,NaN,NaN,NaN,0.704881711985574
1000,0.645730130657093,0.259823639891258,8.1737351110482,NaN
1500,0.754295005589236,0.0108026712589861,7.31356885313025,1.56727011141043
2000,0.838695525187919,NaN,6.40964185514041,1.28920120610551
2500,0.834082452127412,NaN,NaN,1.15396769952334
3000,NaN,NaN,4.55209432634817,0.919204350008512
3500,NaN,NaN,4.13620446650851,0.807444674781784
4000,NaN,NaN,3.60979208884822,NaN
4500,NaN,NaN,NaN,0.529210979838842
5000,NaN,NaN,3.20100806527256,NaN
5500,NaN,NaN,NaN,0.372377051994328
6000,NaN,NaN,2.80394144695729,NaN
6500,NaN,NaN,NaN,0.267557816138045
7000,NaN,NaN,2.36301744984101,NaN
8000,NaN,NaN,NaN,0.169437940329223
8500,NaN,NaN,1.86993733474079,NaN
