timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0281893993514998,9.78243243362231,0,0
45,NaN,0.011034411674319,NaN,NaN
90,NaN,0.00998678009405359,NaN,NaN
150,NaN,0.00972734250106078,NaN,NaN
200,NaN,0.0100299446158994,NaN,NaN
250,NaN,0.00960549217612691,NaN,NaN
300,0.112396294961516,NaN,8.87669401324385,NaN
350,NaN,0.00891610528769658,NaN,0.0065150336831855
450,NaN,0.0100416615787273,NaN,NaN
550,NaN,NaN,9.16461669409292,NaN
600,0.589034048781563,NaN,NaN,NaN
750,NaN,NaN,NaN,0.00650215514752104
850,NaN,NaN,9.35996903473729,NaN
950,1.25255065677422,NaN,NaN,NaN
1000,NaN,NaN,9.19885843788972,0.00612264396920402
1500,1.22945034258982,NaN,8.54683799423626,0.00561661014302345
2000,1.26685659196856,NaN,8.91859290608275,0.00507147889085391
2500,1.33656639781329,NaN,8.68312438556099,0.0046737711257811
3000,1.18128829760622,NaN,7.68156177087735,NaN
3500,NaN,NaN,NaN,0.00445169234811539
4000,1.33002071484057,NaN,7.94967093129814,0.00372787446114724
4500,NaN,NaN,6.80882805022534,NaN
5000,1.23231955880081,NaN,6.15009599836816,0.00322801012736843
6000,1.3954501956332,NaN,6.82996906336878,0.00320080954985784
7000,1.2741539227358,NaN,NaN,0.00301993479414785
7500,NaN,NaN,7.02419985334734,NaN
