timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.021689304789222,10.2305077009108,0,0
35,NaN,0.0110800179247325,NaN,NaN
75,NaN,0.00939603711816397,NaN,NaN
100,NaN,0.0115698634187646,NaN,NaN
150,0.0355694640901491,0.011883700617711,NaN,NaN
200,NaN,0.00951692334955289,NaN,NaN
250,NaN,0.00954488881240786,NaN,NaN
300,0.0802901949825871,NaN,11.5966397623037,NaN
350,NaN,0.0102238133782684,NaN,0.00611764872733137
400,NaN,0.0091702456758712,NaN,NaN
450,0.198465460113956,NaN,NaN,NaN
600,NaN,NaN,9.61730222938399,NaN
650,0.506699551629702,NaN,NaN,NaN
700,NaN,NaN,NaN,0.00742109968261357
800,0.734143532747088,NaN,NaN,NaN
950,NaN,NaN,8.80464729125928,NaN
1000,1.13938585658566,NaN,NaN,0.00614342576080077
1500,1.20397470848656,NaN,9.11341274726217,0.00567963962131767
2000,1.41598918403664,NaN,7.98878917160497,0.00621814535150735
2500,1.50702898072041,NaN,8.5444741820043,0.00443849938293176
3000,1.37334962342034,NaN,8.30397811438955,0.00436027964248398
3500,NaN,NaN,7.15440713443992,0.00451840685207807
4000,NaN,NaN,7.52946659578576,NaN
4500,NaN,NaN,NaN,0.00375020436087493
5000,NaN,NaN,6.90371744615576,NaN
5500,NaN,NaN,8.06066961861596,0.00355693836817982
6500,NaN,NaN,6.16004942950124,0.00270029755017629
8000,NaN,NaN,5.32103417792686,NaN
