timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0193808072837063,9.10840099434209,0,0
250,NaN,NaN,0.022493820120902,NaN
400,0.0302602804251072,10.637074577782,NaN,0.000207256580469751
500,NaN,NaN,0.0602222871117761,NaN
750,0.0446967571269334,NaN,NaN,NaN
800,NaN,NaN,0.102842092607932,0.0017673305405753
850,NaN,10.4897093809209,NaN,NaN
1000,0.0654122744420514,NaN,0.154614561088096,NaN
1500,0.107019513928477,10.022651484419,0.280701573640336,0.0203437979215308
2000,0.14251339554427,8.50635605205184,0.47301333863423,0.0593229404174417
2500,0.231009679591324,7.71505057804999,0.739523458420886,NaN
3000,NaN,7.7614870824475,NaN,0.231745634109148
3500,0.35239603605068,NaN,0.863817557145395,0.330063889754059
4000,0.338605443264896,6.7573969613833,0.827511449548169,0.361203405088867
4500,NaN,6.77679236389936,NaN,NaN
5000,0.448395265191278,NaN,NaN,0.452231799723758
6000,NaN,4.78020064488539,NaN,0.423798348308719
6500,0.428041838819576,NaN,NaN,NaN
7000,NaN,3.93534029311739,NaN,0.35827009993813
8500,NaN,3.25842087899825,NaN,0.22836884676344
