timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0171765127189289,10.8212864970759,0,0
45,NaN,0.00945080908777002,NaN,NaN
90,NaN,0.0096680033004849,NaN,NaN
150,0.0235475469836944,0.00942427930877043,NaN,NaN
200,NaN,0.00836041184231722,NaN,NaN
250,NaN,0.0103110877438191,10.9163805359832,NaN
350,0.0473203295210559,0.0104288342115525,NaN,NaN
400,NaN,0.00970075638141367,NaN,NaN
450,NaN,NaN,NaN,0.00650254129541163
500,0.0711600846170278,0.0101730234313761,NaN,NaN
550,NaN,NaN,8.48553254723383,NaN
700,0.139408632815527,NaN,NaN,NaN
800,NaN,NaN,8.84554197541286,NaN
850,NaN,NaN,NaN,0.00652618785668628
900,0.220722742503405,NaN,NaN,NaN
1000,0.280274628281597,NaN,10.7088231035999,NaN
1500,0.564095703161995,NaN,8.42758556289841,0.00577684730600013
2000,0.787594552822252,NaN,8.61459500736374,0.00514231165220055
2500,0.923562390023591,NaN,7.42062489807299,0.00468549197516801
3000,0.885062744517579,NaN,7.97590354656165,0.00435529395816683
3500,NaN,NaN,6.99187139156,0.00390966805659119
4500,NaN,NaN,7.18168604374628,0.00330690727986606
5000,NaN,NaN,6.79907915165879,NaN
5500,NaN,NaN,NaN,0.0029370362169031
6000,NaN,NaN,6.94839018533042,NaN
6500,NaN,NaN,NaN,0.00298786639056257
7000,NaN,NaN,5.42881095543121,NaN
8000,NaN,NaN,NaN,0.00277766518953741
