t,epo_level,PTP_Obs,CISHRNA_Obs,CIS_Obs,Compound_1_Obs
7,0,1.16550574692235,0.000117827967335033,0.0198444559985084,1.59772453497762
7,0,1.37831718889731,0.000116044162871481,0.018815566232347,1.48162474287972
7,4.2857e-08,1.41741237973203,0.0001080905543886,0.0196130106438042,0.203900645851191
7,4.2857e-08,1.2176754223626,0.000116648096562044,0.020109206500507,0.195563644550661
7,1.4286e-07,1.2224825743487,0.000112768025112672,0.018714321453214,0.877635098730005
7,1.4286e-07,1.29614089215021,0.00012333887485375,0.0209337128579905,0.803196934127449
7,4.2857e-07,1.18517020633946,0.000108756259404163,0.0197174421521548,1.43704401816566
7,4.2857e-07,1.21239814801397,0.00011469567685697,0.0190926384798199,1.43919817132604
7,1.4286e-06,1.21818620187133,0.000114869340779949,0.0193373255822708,0.02983881798762
7,1.4286e-06,1.19044714965983,0.00012071243281939,0.0190738012401161,0.0649330599763512
7,4.2857e-06,1.28204453215243,0.000120738922916238,0.0195822293200388,0.289798509044351
7,4.2857e-06,1.26020787834539,0.00012005713807077,0.0199375776351331,0.268721873631522
7,1.4286e-05,1.20786164162659,0.000115353675358947,0.0202868870003278,1.3776026400611
7,1.4286e-05,1.25705967296749,0.000113223873076646,0.0218775153391747,1.36538194894803
7,4.2857e-05,1.22887633594913,0.000127012966151585,0.0201874061814064,1.45189040871875
7,4.2857e-05,1.31161144835191,0.000114515724559704,0.0213345220787267,1.53345158703809
