t,input_il6,STAT3_Obs,SOCS3RNA_Obs,SOCS3_Obs
10,5,8.65376602496322,0.00109137313830478,0.132118368586599
10,5,8.16130991711749,0.001287841454362,0.202894213025686
10,5,8.27675491603485,0.00115878385620056,0.191413167308071
10,5,8.44456119141366,0.00168428178170298,0.144061772173127
10,20,5.55198278386757,0.00240788255119129,0.310145282913706
10,20,8.63486480480588,0.00213904039395587,0.173844998680646
10,20,5.75955807782557,0.00246692380554297,0.240305547058213
10,20,6.02931372353154,0.00242781987216469,0.195459196358026
10,40,17.6884866785999,0.00118643804057363,0.106170907089938
10,40,14.5696919017736,0.000496182985744923,0.112622570547709
10,40,15.3063829513279,0.000321429613054868,0.121386734653054
10,40,14.7770703377784,0.000700023565264456,0.164206738026199
10,90,4.37547836562157,0.0057421127719846,0.436485156079485
10,90,5.53243638492469,0.00475761872211257,0.428895245518596
10,90,3.08318237295942,0.00489609169982638,0.472305258635348
10,90,4.44495767041027,0.00500621783122574,0.446213280071236
