t,input_il6,STAT3_Obs,SOCS3RNA_Obs,SOCS3_Obs
0,2.5,17.9720748654713,0.000637764893309238,0.0998187789074735
0,2.5,18.1414434983777,0.000581469598271024,0.110132042941233
0,2.5,18.4229552157546,0.000532274900407004,0.127590312088641
0,2.5,20.4045623339921,0.000583317467915459,0.0932696130364284
0,2.5,21.2630236217366,0.000641612251680329,0.1205873166537
0,10,17.2750210509637,0.000587274591247127,0.1502733524153
0,10,17.4109625235285,0.000583670644183982,0.117219032858926
0,10,19.0036050298512,0.000726923377774112,0.129944265252083
0,10,20.6979983711023,0.00083142319003889,0.112745427768884
0,10,21.0930886226878,0.000762875484840054,0.107352355289989
0,60,10.7521638343224,0.000504261544949383,0.100590046173646
0,60,15.895497913891,0.000462207351587769,0.117598717222828
0,60,17.5960124309182,0.000669208121838087,0.118337403968649
0,60,18.2898291290339,0.000509260668444305,0.0948918024448706
0,60,21.9060963793574,0.000663538967559244,0.121531663002078
0,120,11.5275032646334,0.000655965684594371,0.117896542222782
0,120,18.318225796655,0.000447827130150532,0.13577596050334
0,120,20.4403195693578,0.000641528188490023,0.126019016391031
0,120,22.9206521555184,0.000775515253323929,0.109941679863949
0,120,23.9412954796261,0.000492448130011665,0.0991869457823061
