parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	objectivePriorType	objectivePriorParameters
EGFR_turnover	EGFR_turnover	log10	1e-08	100000000	0.00218776162394955	1	parameterScaleUniform	
init_Akt	init_Akt	log10	1e-08	100000000	0.0398107170553497	1	parameterScaleUniform	
init_EGFR	init_EGFR	log10	1e-08	100000000	42657951.8801593	1	parameterScaleUniform	
init_S6	init_S6	log10	1e-08	100000000	316.227766016838	1	parameterScaleUniform	
reaction_1_k1	reaction_1_k1	log10	1e-08	100000000	0.00407380277804113	1	parameterScaleUniform	
reaction_1_k2	reaction_1_k2	log10	1e-08	100000000	0.00398107170553497	1	parameterScaleUniform	
reaction_2_k1	reaction_2_k1	log10	1e-08	100000000	0.00147910838816821	1	parameterScaleUniform	
reaction_2_k2	reaction_2_k2	log10	1e-08	100000000	104712.85480509	1	parameterScaleUniform	
reaction_3_k1	reaction_3_k1	log10	1e-08	100000000	0.288403150312661	1	parameterScaleUniform	
reaction_4_k1	reaction_4_k1	log10	1e-08	100000000	0.0389045144994281	1	parameterScaleUniform	
reaction_5_k1	reaction_5_k1	log10	1e-08	100000000	2.88403150312661e-06	1	parameterScaleUniform	
reaction_5_k2	reaction_5_k2	log10	1e-08	100000000	0.000436515832240166	1	parameterScaleUniform	
reaction_6_k1	reaction_6_k1	log10	1e-08	100000000	8.51138038202376e-06	1	parameterScaleUniform	
reaction_7_k1	reaction_7_k1	log10	1e-08	100000000	0.0229086765276777	1	parameterScaleUniform	
reaction_8_k1	reaction_8_k1	log10	1e-08	100000000	0.000676082975391982	1	parameterScaleUniform	
reaction_9_k1	reaction_9_k1	log10	1e-08	100000000	0.0446683592150963	1	parameterScaleUniform	
scale1_Akt_Obs	scale1_Akt_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_Compound_1_Obs	scale1_Compound_1_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_EGFR_Obs	scale1_EGFR_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_Akt_Obs	scale2_Akt_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_Compound_1_Obs	scale2_Compound_1_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_EGFR_Obs	scale2_EGFR_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale3_Akt_Obs	scale3_Akt_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale3_Compound_1_Obs	scale3_Compound_1_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale3_EGFR_Obs	scale3_EGFR_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale4_Akt_Obs	scale4_Akt_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale4_Compound_1_Obs	scale4_Compound_1_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale4_EGFR_Obs	scale4_EGFR_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale5_Akt_Obs	scale5_Akt_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale5_Compound_1_Obs	scale5_Compound_1_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale5_EGFR_Obs	scale5_EGFR_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale6_Akt_Obs	scale6_Akt_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale6_Compound_1_Obs	scale6_Compound_1_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale6_EGFR_Obs	scale6_EGFR_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scaleFactor_pAkt	scaleFactor_pAkt	log10	1e-08	100000000	83.1763771102671	1	parameterScaleUniform	
scaleFactor_pEGFR	scaleFactor_pEGFR	log10	1e-08	100000000	5.75439937337157e-08	1	parameterScaleUniform	
scaleFactor_pS6	scaleFactor_pS6	log10	1e-08	100000000	144543.977074593	1	parameterScaleUniform	
