timepoint,Bac_Obs,Glu_Obs,cGlu_Obs
0,-0.0315166406446752,10.040119262444,0.195759189602299
150,NaN,9.62787331598637,NaN
300,NaN,9.55567574386771,NaN
350,-0.0222446441665482,NaN,0.177517046012115
450,NaN,10.1356016583749,NaN
600,NaN,9.89551215064881,NaN
700,-0.0563594882298424,NaN,0.701221873931274
750,NaN,10.2529460299937,NaN
950,NaN,9.59222545092615,NaN
1000,-0.00377548110891207,9.76859184956038,0.462773647949886
1500,0.529203320601861,5.27435928297247,5.14761897193628
2000,0.778541899892732,-0.0212519758000038,8.46044119118484
2500,0.757135165698122,-0.276868351922493,7.75313206666027
3000,0.735015666449382,1.0409256897938,6.29470944266211
3500,NaN,0.980194356953919,5.90663878625759
4000,0.693646499988956,NaN,NaN
4500,NaN,NaN,4.98331476408715
5000,0.700802107253887,NaN,NaN
5500,NaN,NaN,3.76462408698822
6000,0.797450794851149,NaN,NaN
6500,NaN,NaN,3.53299930269832
7500,0.723311447512035,NaN,NaN
8000,NaN,NaN,3.07298159829112
