timepoint,Bac_Obs,Glu_Obs,cGlu_Obs
0,0.0360703793125814,10.3851575844402,-0.11927426328298
100,NaN,10.1159411958437,NaN
200,NaN,9.87680232469694,NaN
300,NaN,9.35783265560761,NaN
350,0.0662672823583164,NaN,0.473463233201779
400,NaN,9.37460503532101,NaN
550,NaN,7.99509591005717,NaN
700,NaN,5.30873210694143,NaN
750,0.406512569222265,NaN,4.86688963607658
850,NaN,3.39059556471994,NaN
1000,0.657228917870814,1.39100691408727,7.36664461054938
1500,0.758451102289248,-0.720309427136722,6.45247360327592
2000,0.728399805313865,-0.0483891836165822,4.98222414761633
2500,0.792997615534877,NaN,4.06807498546123
3000,0.774896298978872,NaN,3.63586895091656
4000,0.801881193896442,NaN,2.82229369180609
4500,NaN,NaN,2.44694734929465
5000,0.791154014321196,NaN,NaN
5500,NaN,NaN,1.806153592505
6000,0.755952894447161,NaN,NaN
6500,NaN,NaN,1.5213761134669
7000,0.736365695986737,NaN,NaN
8000,NaN,NaN,0.995188764080704
8500,0.803287088085274,NaN,NaN
