timepoint,Bac_Obs,Glu_Obs,cGlu_Obs
0,0.0255389213182358,10.2428228396884,0.204373260539225
100,NaN,10.4094763865153,NaN
250,NaN,9.48013745707847,NaN
350,0.0362818235634112,NaN,NaN
400,NaN,9.47279459090998,0.262494193954966
500,NaN,9.39029555405505,NaN
650,NaN,9.7015295934586,NaN
700,0.0581671798703284,NaN,NaN
850,NaN,8.10093447692487,1.51522739003337
1000,0.108028180682861,7.40092588038164,NaN
1500,0.256446403079899,3.9304642581378,5.30255104809048
2000,0.500828619462249,0.748065911885513,6.79344005332737
2500,0.754970488965711,0.574845975057239,NaN
3000,0.844385960485713,-0.00339731058001501,4.72372516809396
3500,NaN,NaN,3.66865679605722
4000,0.888686090558497,NaN,3.15318280957745
4500,0.849179526911477,NaN,NaN
5000,NaN,NaN,2.60927732860226
6000,0.946200852953675,NaN,2.20507189455396
7000,0.847033903186025,NaN,1.72727770230238
8500,0.831427218243971,NaN,1.47096577906763
