timepoint,Bac_Obs,Glu_Obs,cGlu_Obs
0,0.0768483334934938,9.76538907260976,-0.0117043719659894
350,NaN,9.57347346091299,NaN
400,-0.00668162413914524,NaN,NaN
450,NaN,NaN,0.0530272116135513
750,NaN,9.68581137391894,NaN
850,-0.00849465662032615,NaN,NaN
900,NaN,NaN,0.0437386366235559
1000,NaN,10.3892098001322,NaN
1500,0.0488383675108016,9.84748445454406,0.123749827096455
2000,0.04786593478767,10.1660853782703,0.284881905539873
2500,0.148713178003472,8.61998317088261,0.443530378983359
3000,0.209921847039222,NaN,0.639894137688842
3500,0.394402330409317,7.40377303013741,NaN
4000,NaN,6.86533467943977,1.15403873804675
4500,0.949890417202112,NaN,NaN
5000,NaN,4.04913859038237,1.36530685074186
5500,1.43696237694081,NaN,NaN
6000,NaN,NaN,1.07506897887423
6500,1.68171669590491,0.863395098956281,NaN
7000,NaN,NaN,0.814913788881428
8000,1.876885586137,NaN,NaN
8500,NaN,NaN,0.461019533087571
