t,epo_level,CISHnRNA3_Obs,CISHnRNA4_Obs,CIS_Obs,Compound_4_Obs
64,2.5e-09,-0.00895245746117462,0.0643948849568633,0.20714374914142,1.7513233076627
64,2.5e-09,0.0177739882052811,-0.00549359702491299,1.30774598203217,2.34204215927686
64,2.5e-09,0.0410891068049209,0.0768906083288874,0.824215320010394,3.03326833139967
64,2.5e-08,0.229280692609334,0.279194249204705,2.82850913443423,4.18297248210792
64,2.5e-08,0.260848693936281,0.146964348047946,2.60980407976975,3.2608681385247
64,2.5e-08,0.262874317463488,0.200554020878298,3.35991232348368,2.68279883085486
64,1.25e-07,0.300627249986604,0.275421595596463,4.89930355411259,4.31859469004583
64,1.25e-07,0.306844138595072,0.299775842302531,5.0076046880682,3.64143313762975
64,1.25e-07,0.354394925524925,0.303724094614052,6.93776575070337,4.36847860769025
64,2.5e-07,0.256842001583457,0.362259455212123,6.39946140794858,4.47367268725411
64,2.5e-07,0.320636565080617,0.339091498796334,6.37350395380774,5.35377597781241
64,2.5e-07,0.331070832160024,0.307246706302344,6.14872110701907,5.62854579198622
64,2.5e-06,0.329094353750116,0.350778811330631,6.7678835770479,5.40863964211475
64,2.5e-06,0.330231781784499,0.379551099744953,6.97566487553544,5.58203379595594
64,2.5e-06,0.368525332602805,0.325762785192818,7.56813411323992,6.02897962742378
