t,epo_level,SOCS3nRNA1_Obs,SOCS3_Obs,Compound_1_Obs,Compound_2_Obs,Compound_8_Obs
7,0,-0.0483130856553056,-85.7282213919236,11.1617872643285,3.28072011469137,-38.1206095497061
7,0,0.042259041397357,93.0960364856259,11.3686517317602,3.46006621531689,22.5625674924842
7,4.2857e-08,-0.0905698698928937,-1.4779611383773,12.6966059891439,-2.95561233173618,-17.1413296933539
7,4.2857e-08,0.230078564807709,-48.5257239203854,9.79970656135188,3.3002332801669,130.488269854255
7,1.4286e-07,-0.565489313067728,-172.60710582642,14.3210584121181,6.27882897716167,-43.6295934299439
7,1.4286e-07,-0.0788790091221949,-203.15392582721,11.8402592568236,3.89298340043559,54.2498771816903
7,4.2857e-07,1.32360812012261,294.660742881984,18.0532960260907,3.30023990854083,3.82466972483677
7,4.2857e-07,1.45947161734428,-94.014180953512,12.4973025446986,10.8024602638019,215.805006102909
7,1.4286e-06,4.94946668126931,820.226220595788,23.5941708151418,26.9666215142681,749.640763911815
7,1.4286e-06,5.34607536631041,911.008780483232,21.7582889595045,27.4101617029447,521.874277657601
7,4.2857e-06,4.34145757001383,2132.66872351268,19.8684115572934,50.9292786205718,2039.07184793945
7,4.2857e-06,4.65584955528174,2064.35243197987,21.0978039763352,58.3783311230447,2272.95893862637
7,1.4286e-05,2.83625496920588,2790.02179878947,21.0062173713598,54.2000779120864,2810.59059681198
7,1.4286e-05,3.51615850327231,2854.68289136581,15.6852544192985,59.4243325866271,2840.4017808276
7,4.2857e-05,2.6039142032167,3216.37110294595,19.2698674813751,59.6780353088536,3141.04296623958
7,4.2857e-05,2.66717864194008,2754.04189482591,13.7042094549295,63.8108049309676,2692.66185205653
