t,epo_level,SOCS3_Obs,Compound_8_Obs
6,2.5e-09,0.806524649756692,0.612719460211173
6,7.905e-09,0.846103124525083,0.933538886542717
6,1.25e-08,0.850401765090611,0.762651163113306
6,1.25e-08,0.915652343342633,0.743155310697881
6,1.25e-08,0.943315995752823,0.614569405809275
6,1.75e-08,0.872146351537054,0.97357916145921
6,2.5e-08,0.873119019976065,0.730336409427131
6,3.95e-08,0.762529760207586,0.791790007304996
6,3.95e-08,0.867958915239188,0.719724169146092
6,3.95e-08,1.14928658307564,1.08011339185944
6,7.9e-08,0.780385072841769,1.51824636163088
6,1.25e-07,0.758677261851651,1.32817682437125
6,1.25e-07,0.831562550799112,1.708006365052
6,1.25e-07,0.91886549464728,1.62533497795413
6,1.7675e-07,0.974270824730876,2.07846742418152
6,2.5e-07,0.792743229046719,1.90304943361338
6,2.5e-07,0.807080001199267,2.05305513981915
6,2.5e-07,0.844149650883506,2.29015874914161
6,7.905e-07,0.606288815330713,2.47032359461928
6,7.905e-07,0.810573963661587,3.06319509399335
6,7.905e-07,0.907040571934808,2.41787148350467
6,2.5e-06,0.783704637770356,2.59056131677088
6,2.5e-06,0.854295519468539,3.01155537018661
6,2.5e-06,0.881632501106376,2.90482360671385
