t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,1.57674577058789,141.424663122528,154.683703549678,1.9127486521032,-0.146490663295143
40,NaN,NaN,NaN,23.9297954157871,NaN
45,36.5383701840762,84.100029137655,100.733409040926,NaN,NaN
50,NaN,NaN,NaN,NaN,56.4250081796103
85,NaN,NaN,NaN,17.1759791964585,NaN
90,NaN,92.9253031607565,119.545137451709,NaN,NaN
95,30.3753152220417,NaN,NaN,NaN,NaN
100,NaN,NaN,NaN,NaN,40.1879047420779
150,21.8143026441177,99.6999468705217,107.519062840897,10.7477977138868,29.5311459970198
200,17.3656903422808,129.012850734982,139.632094980447,6.79840222602115,21.2789812350311
250,13.7437807153527,113.85103751719,143.493740314048,5.13308697921742,15.4682432706681
300,11.5361726195607,131.162905147222,123.813716155044,4.623035678377,NaN
350,NaN,131.115855538484,147.244939671965,3.91202338850798,10.4242965885706
400,8.6553359019873,NaN,NaN,NaN,7.93650043985463
450,7.83914132965336,123.811704712075,154.453700056339,3.46616325348389,NaN
500,NaN,NaN,NaN,NaN,7.57312414895969
550,6.82868407776641,142.624226748351,142.948808231934,2.59532476788277,NaN
600,NaN,NaN,NaN,NaN,5.17120379899776
650,NaN,139.408154157605,156.269218591844,2.59731141036713,NaN
700,4.03302723085947,NaN,NaN,NaN,3.1549936127469
750,NaN,147.220073408516,145.671339465212,NaN,NaN
800,3.75149044030204,NaN,NaN,2.10128496085851,NaN
850,NaN,NaN,NaN,NaN,3.32375958664298
900,NaN,136.027009755219,167.146034260771,NaN,NaN
1000,3.68904978169461,NaN,144.593595242379,NaN,3.47823202527978
