t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,0.982960967182406,153.450029209823,136.547477106491,2.02549179722501,1.05778723646155
10,0.99650707615029,146.869950105201,145.056812248952,1.98852418142361,0.990267960855299
20,NaN,NaN,156.555963813339,2.01116835821373,NaN
25,0.934532463991752,130.724917053699,NaN,NaN,0.988319250068059
35,1.04121216359862,134.656671826795,155.244495555824,2.04710442273148,NaN
40,NaN,NaN,NaN,NaN,1.05871858605655
45,NaN,NaN,NaN,1.83998164725624,NaN
50,0.986666853901319,151.865253614545,120.020133492033,NaN,NaN
55,NaN,NaN,NaN,NaN,0.908969612522097
60,NaN,NaN,NaN,1.86685357139833,NaN
65,0.954552130430509,NaN,140.847540366068,NaN,NaN
70,NaN,144.523408797479,NaN,NaN,NaN
75,NaN,NaN,NaN,NaN,1.10040032882551
80,NaN,NaN,150.290082357031,2.15421744978663,NaN
85,1.03300286765842,NaN,NaN,NaN,NaN
90,NaN,143.501622410538,NaN,NaN,NaN
95,NaN,NaN,NaN,NaN,0.945747446626469
