t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,1.94912077797421,155.858885443911,151.405578211242,2.47312730688391,-0.285387947023379
40,NaN,NaN,NaN,NaN,55.1228128700179
45,NaN,NaN,93.8880399690918,48.5202368125519,NaN
50,12.5172517230083,NaN,NaN,NaN,NaN
60,NaN,92.764291260576,NaN,NaN,NaN
85,NaN,NaN,NaN,NaN,47.4669177207213
90,NaN,NaN,101.75845352492,34.9410577641339,NaN
100,10.2652638624849,90.5593650364673,NaN,NaN,NaN
150,8.69177849918906,NaN,105.390654163731,24.1423670223696,28.7395890980157
200,7.06145145459922,112.315769641123,131.790910746856,15.9945503724317,NaN
250,5.34983849675568,144.619762939033,133.620732037729,11.510798914071,15.3560605413523
300,NaN,129.706977704533,129.218146187998,10.9049148848682,12.12867812393
350,4.53175724538004,NaN,NaN,9.78105169358429,9.59451370377059
400,3.55193368778517,137.378752978217,129.679570456419,NaN,9.78245976421039
450,NaN,NaN,NaN,5.91350877715307,NaN
500,3.05767124099831,142.121065286785,129.702061372196,NaN,5.03010515121403
550,NaN,NaN,NaN,7.15683428554456,NaN
600,2.30528191713575,143.612237264579,128.199412876143,NaN,5.67099301833051
650,NaN,NaN,NaN,5.07359795931545,NaN
700,NaN,139.425286478092,143.322873241437,NaN,NaN
750,2.17336340683163,NaN,NaN,NaN,3.1700483948763
800,NaN,NaN,NaN,3.79190509486793,NaN
850,NaN,143.388883271445,151.109549848202,NaN,NaN
900,2.30225890614941,NaN,NaN,NaN,3.47654550340476
950,NaN,NaN,NaN,2.63174749569754,NaN
1000,1.67222547417593,145.662974993168,NaN,NaN,NaN
