t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,1.04695095315958,150.464744487753,160.43739701757,2.09601288216113,0.968454103104747
10,1.1092918424312,NaN,167.951840231095,1.93435345808401,0.974603678490822
15,NaN,117.510169782448,NaN,NaN,NaN
20,NaN,NaN,140.948096780745,2.17466930330398,NaN
25,0.980345120421164,NaN,NaN,NaN,0.984985194163006
30,NaN,140.440523817092,NaN,NaN,NaN
35,NaN,NaN,134.025410017088,2.16033256893976,0.906134326597101
40,0.950709578619628,NaN,NaN,NaN,NaN
45,NaN,143.742256341694,141.740678141821,2.10429122758634,NaN
50,NaN,NaN,NaN,NaN,1.06053822201988
55,1.00567487633131,NaN,NaN,NaN,NaN
60,NaN,141.412190961902,128.399661344932,NaN,NaN
65,NaN,NaN,NaN,2.13057631188789,0.962335269036538
75,0.898740591138638,NaN,NaN,NaN,NaN
80,NaN,153.409665893539,135.168663814,1.72994288171284,NaN
85,NaN,NaN,NaN,NaN,1.0591080888033
95,0.984489076841762,NaN,NaN,NaN,NaN
100,NaN,124.586562166733,NaN,NaN,NaN
