t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,1.85966566118469,293.362383012377,306.376313597845,4.24999187697757,3.53719923179971
45,NaN,161.124084035168,NaN,102.631248056712,NaN
50,17.0918883301196,NaN,164.837638232296,NaN,113.197385158145
85,NaN,NaN,NaN,79.961976243098,NaN
90,NaN,171.53398230647,NaN,NaN,NaN
100,14.8173392537914,NaN,184.856170175676,NaN,86.8593019901351
150,11.9283652998162,225.888950412401,193.643811895974,51.8352234138137,60.4619340605004
200,9.96594231770611,254.235789951678,243.056740203902,34.738818207136,42.7554375330025
250,8.72770004471452,267.7410302961,231.852521180319,25.5588947440055,NaN
300,NaN,267.42387289554,NaN,21.7325681628111,27.6836816965952
350,5.82985229862409,NaN,297.267270255387,19.9416089157994,21.3574568407421
400,5.32294132817499,276.912486875758,280.294802538674,NaN,NaN
450,NaN,283.504149180133,NaN,11.3781784932851,12.82611557876
500,4.70707370675414,NaN,269.841776409586,NaN,14.8007439525823
550,NaN,256.900157020779,NaN,9.98394257545584,NaN
600,3.71359830424857,NaN,274.071094406155,NaN,NaN
650,NaN,NaN,NaN,8.18187459174715,9.71484983145793
700,NaN,289.76852561697,272.14367258681,NaN,NaN
750,3.54293965089475,NaN,NaN,5.93905454279545,5.83520138845784
800,NaN,299.119745124264,NaN,NaN,NaN
850,NaN,NaN,317.803500789429,NaN,NaN
900,2.50026406700712,NaN,NaN,3.34252304678589,5.3653175729685
1000,1.87268290427966,282.479289160286,280.374361794955,NaN,3.20801262038722
