t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,0.960009114141263,136.424935435907,140.12897206661,1.89470048313099,1.11558624710874
10,1.12552622436468,145.167902541287,154.204217566052,1.95787244706815,0.943149224465311
20,0.968590707015251,NaN,154.993599315266,NaN,NaN
25,NaN,151.306402295915,NaN,2.22788684882421,1.05668766414114
35,1.02785961719481,NaN,149.867459360914,2.34017504104507,NaN
40,NaN,142.636901108938,NaN,NaN,0.994050225699887
50,1.12440219063689,158.22236630275,148.806902057354,NaN,NaN
55,NaN,NaN,NaN,1.94347427602846,0.952774397767464
65,0.966809453361178,NaN,131.867957612319,NaN,NaN
70,NaN,140.487575819729,NaN,2.15327423501541,1.00305976938384
85,1.00730716055571,143.359891371347,142.894802537845,NaN,NaN
90,NaN,NaN,NaN,2.12384755341927,0.944211170281752
100,NaN,148.549297159068,NaN,NaN,NaN
