t,epo_level,EpoRpJAK2_Obs,STAT5_Obs,SOCS3nRNA2_Obs
10,2.5e-09,3.13019793392549,6.27926359816126,0.00073141090095771
10,2.5e-09,3.05719058705876,8.68152752101845,0.000756503528552813
10,2.5e-09,3.19259551728684,6.98041607447145,0.000720740009609638
10,2.5e-08,1.89749300381471,5.62006547767402,0.000729247776019318
10,2.5e-08,1.93719974878356,5.02298795856776,0.00072168041155833
10,2.5e-08,1.96448628331527,8.56377541597945,0.000743540424386863
10,2.5e-07,0.574436316655517,4.55489527172368,0.000657559979304666
10,2.5e-07,0.468136460487463,3.39451820754396,0.000637206168442623
10,2.5e-07,0.549773566731162,2.62829704399336,0.000670527007969683
10,2.5e-06,0.0758988193438814,42.3635907579421,0.000256634044545088
10,2.5e-06,0.0886094591301451,40.8260139543974,0.000248901011979217
10,2.5e-06,0.0228545479866434,42.2789373035984,0.000246754678091074
10,2.5e-05,-0.0136396633500535,147.59365232217,1.85598470411627e-05
10,2.5e-05,-0.0238811016325084,148.016438465081,2.98037954328035e-05
10,2.5e-05,0.00115801469111128,146.810108588468,4.05974733831127e-05
