t,epo_level,EpoRpJAK2_Obs,STAT5_Obs,SOCS3nRNA2_Obs
39,2.5e-09,0.0230142582801661,154.769941921515,0.000100599033129996
39,2.5e-09,0.101916622725705,147.307258795843,8.8919775224092e-05
39,2.5e-09,0.1686159439775,123.68706130193,8.72337564967701e-05
39,2.5e-08,-0.0657319693286677,76.4511697960057,0.000758983191227297
39,2.5e-08,0.0339928848712488,60.2163614785935,0.000661142528334659
39,2.5e-08,0.230954554073086,83.2654014518229,0.000817994192929939
39,1.25e-07,0.276859549075674,52.7262979247847,0.0008349749358121
39,1.25e-07,0.290972798044947,38.6048991264364,0.000876664320743226
39,1.25e-07,0.355165057597023,56.9953096297124,0.000958983881274805
39,2.5e-07,0.387020611595272,60.4248481174994,0.000864420694588255
39,2.5e-07,0.422095455027575,52.0503052470688,0.00092493887244606
39,2.5e-07,0.579042306751356,70.3405131041959,0.000818473153588426
39,1.25e-06,1.19843962925358,55.4294801215523,0.000857669841468606
39,1.25e-06,1.24209186613078,32.3791071359522,0.000886686016746283
39,1.25e-06,1.43616190764156,47.6224237492248,0.000767941579513685
39,2.5e-06,1.73024176758195,39.1412922534548,0.00102715155309255
39,2.5e-06,1.82362078338867,40.0893803687212,0.000764064296140781
39,2.5e-06,1.87087550032053,39.6357483602423,0.000781322968882378
