t,epo_level,pSTAT5_Obs,CISHnRNA1_Obs,SOCS3nRNA1_Obs,SOCS3nRNA4_Obs,Compound_1_Obs
52,2.5e-09,-9.17758374796982,-0.0180045584676325,-0.0117136527339214,0.00154653416855376,0.0341200720244105
52,2.5e-09,5.19456804245649,-0.00605298453188549,0.0140351574819585,0.014530955771777,0.00338959444416973
52,2.5e-09,11.7589732396878,0.0214559478581775,0.0162967108932085,-0.0165949918520722,-0.0108538053326653
52,2.5e-08,7.16683838408239,0.0384592709718065,0.0276844655490127,0.0335887285678427,-0.00469228819237008
52,2.5e-08,13.8627134499357,0.0877725143244779,0.0323710898778369,0.0147347612471173,-0.00713392087395641
52,2.5e-08,19.2153458222179,0.0803081923931936,0.0232377002775749,0.0311224582588469,0.0876214471214849
52,1.25e-07,24.3131610955477,0.124120240792441,0.032394398211532,0.0563056537630825,0.119572487158302
52,1.25e-07,37.4827712176398,0.132118468161586,0.0448823020764817,0.0495404725034376,0.174758423323404
52,1.25e-07,44.1624838388169,0.122639314178105,0.0392702272557644,0.0651386805879365,0.128624155083261
52,2.5e-07,34.3794204142822,0.14892065606993,0.0519353624942957,0.0701208885853761,0.305971572541893
52,2.5e-07,38.1585794727621,0.148569452559128,0.0551357713461397,0.0843827384582256,0.275086746346186
52,2.5e-07,40.0343721049988,0.126865288223531,0.056515426171705,0.0644864849097252,0.189407416704526
52,1.25e-06,30.7546231004088,0.140095041208484,0.0616601609695128,0.0724697051769322,0.448344422294067
52,1.25e-06,42.9222642804675,0.188793553903697,0.0732750199928043,0.0911752055226791,0.413160649318312
52,1.25e-06,45.2928578972403,0.154452114759537,0.0619043907428784,0.0941860581241341,0.484414339922871
52,2.5e-06,43.2550231690876,0.181666593879112,0.0595077827629738,0.101106031471022,0.570871539864898
52,2.5e-06,47.6811876601754,0.157409988402114,0.0715147328148957,0.100807246945241,0.598795088096619
52,2.5e-06,52.254967065277,0.165841169511831,0.0731309531770718,0.082424973303024,0.659855434142304
