t,epo_level,pSTAT5_Obs,CISHnRNA1_Obs,SOCS3nRNA1_Obs,SOCS3nRNA4_Obs,Compound_1_Obs
6,2.5e-09,1.65017998012782,0.00486067752969946,0.00594040500517575,0.00619921809195244,0.0609746640069266
6,2.5e-09,9.02841475845532,0.00117091378226941,0.00795860237757671,0.00822251602574416,-0.0141576007624814
6,2.5e-09,25.7854599383308,-0.00161619093163171,0.00218341964057305,0.00488951557199711,-0.000794053507617693
6,2.5e-08,-26.8047515366265,-0.00379051485650274,0.00396698547547084,0.00506190589712609,-0.0368507862206053
6,2.5e-08,7.86719305272781,0.00106541161051137,0.000674010762658922,0.00505436376960115,0.0650782641417643
6,2.5e-08,54.1289301584153,0.00155679179599864,0.00668534589515253,0.00728724318337361,0.0259687098485147
6,2.5e-07,86.3888689119691,0.0181275532595341,0.0125478918712668,0.00601042818392527,0.117933953363248
6,2.5e-07,87.5100500363156,0.0116973891468037,0.00906822255195128,0.00612048097188497,0.0702385988178537
6,2.5e-07,91.6616383033618,0.0129746005350817,0.00799676148179128,0.00690953371849257,0.0852224322317854
6,2.5e-06,91.3125118816253,0.0345201239442842,0.0213457729315789,0.0051134172544798,0.299597095362361
6,2.5e-06,101.621036823117,0.0334540317115066,0.0204405923241326,0.00718188937101068,0.283382654773031
6,2.5e-06,134.520817317755,0.0323751738660009,0.0175719189667891,0.00492152552349854,0.303784937938614
6,2.5e-05,115.535710020507,0.0364867259698598,0.0228823154790619,0.00681382603354784,0.375032397787981
6,2.5e-05,135.015008483104,0.0387746275715922,0.0286728385235185,0.00437587435061464,0.459177017508575
6,2.5e-05,144.059352075006,0.0381198752739647,0.0285061395425582,0.00546687856905808,0.408141353862946
