t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_6_Obs
0,-0.683653986564831,141.208112147432,11.3213168194016,194.608122029781,12.9789127368906,11.243080746321
10,2.42036325435716,129.752688460445,NaN,139.607448608128,-38.438268831254,32.5531969995384
15,NaN,NaN,-1.60899011879378,NaN,NaN,NaN
20,3.12524740688471,110.635203565701,NaN,NaN,-4.9005263580411,NaN
25,NaN,NaN,-25.1771103099983,100.884772857197,NaN,87.0427821610222
30,3.16227962967973,NaN,NaN,NaN,NaN,NaN
35,NaN,86.3397360075222,NaN,79.0321392334158,59.6780531960364,74.1533090278535
40,3.36680744537985,NaN,-15.6728162433804,NaN,NaN,NaN
45,NaN,95.6716548008419,NaN,NaN,63.2242118452131,NaN
50,NaN,NaN,NaN,91.0090995529629,NaN,87.0431035971723
55,3.11156874230997,NaN,56.3755663648985,NaN,NaN,NaN
60,NaN,75.4469600607977,NaN,NaN,73.8573663957592,69.290304782488
65,NaN,NaN,NaN,69.0320300265902,NaN,NaN
70,3.39767476852608,NaN,97.3542084338698,NaN,NaN,NaN
75,NaN,72.4513541729138,NaN,NaN,73.0819861801596,92.3554071821595
80,NaN,NaN,NaN,83.402944015041,NaN,NaN
85,2.14948980514869,NaN,66.1322920582931,NaN,NaN,NaN
90,NaN,79.5502360288831,NaN,NaN,NaN,NaN
95,NaN,NaN,NaN,NaN,121.152862153291,94.5836764833296
100,2.49185222507597,87.8541192920471,129.133649335267,72.3818490066165,131.840269129303,84.6288885713944
150,2.84687522048084,76.9060818469862,189.262889772667,89.9311722877197,179.264986203903,79.6464210692211
200,1.46230522521662,84.1759304235369,246.624339686016,94.3239724821361,234.171869317439,86.226139061319
250,NaN,76.3375872829546,315.971838243027,94.986162503505,194.137482740255,86.5410484910162
300,NaN,83.5896500604517,346.536671665173,81.4168211492933,225.253175199906,92.0951124320864
