t,epo_level,Compound_1_Obs
7,0,-0.00803333357182145
7,0,-0.00109191848365226
7,4.2857e-08,0.00565447950276197
7,4.2857e-08,0.0176281123785033
7,1.4286e-07,0.0297465854383482
7,1.4286e-07,0.0397199382529665
7,4.2857e-07,0.0857461942140271
7,4.2857e-07,0.0938462591946753
7,1.4286e-06,0.190333574954507
7,1.4286e-06,0.213857514516051
7,4.2857e-06,0.258475394561067
7,4.2857e-06,0.269788659164752
7,1.4286e-05,0.296183217789783
7,1.4286e-05,0.316673575268929
7,4.2857e-05,0.347017417578247
7,4.2857e-05,0.356117561848834
