t,input_il6,nSOCS3RNA5_Obs
300,0.1,0.00348032813956403
300,0.1,0.00489980147725503
300,0.5,-0.00127322376516518
300,0.5,0.00444385648812021
300,1,0.00593172252012028
300,1,0.0121784802834039
300,2.5,0.0330223120080383
300,2.5,0.0332033244613492
300,5,0.0338970382975251
300,5,0.0487179473578419
300,10,0.0693948948183995
300,10,0.069756515878714
300,25,0.114196991488199
300,25,0.116766234819225
300,50,0.148526804785433
300,50,0.15599360965339
300,100,0.181150840309735
300,100,0.184430360269593
300,500,0.229001464305602
300,500,0.23135091671973
