t,input_il6,nSOCS3RNA5_Obs
42,0.1,0.00375332306085555
42,0.1,0.00746058753388084
42,0.5,0.000271305682103197
42,0.5,0.00661258631834868
42,1,-0.000108735157003418
42,1,0.000691719085933749
42,2.5,0.0086673952338809
42,2.5,0.0102878425388107
42,5,0.0109512915450051
42,5,0.0156618548250819
42,10,0.0161698391551249
42,10,0.0259030488576905
42,25,0.0646859520563517
42,25,0.0662485901820448
42,50,0.145604494428338
42,50,0.145610828293635
42,100,0.272892224215137
42,100,0.275585433685367
42,500,0.614626385592229
42,500,0.6186518881136
