t,input_il6,nSOCS3RNA5_Obs
1100,0.1,-0.0049468355572656
1100,0.1,0.00124496676893454
1100,0.5,0.0111792491651566
1100,0.5,0.0122125582915
1100,1,0.011596763565855
1100,1,0.0126397646945162
1100,2.5,0.0236455089537917
1100,2.5,0.0308746992141532
1100,5,0.0470480873002943
1100,5,0.0478393360447793
1100,10,0.0759830967579947
1100,10,0.0789750368152793
1100,25,0.11787123915115
1100,25,0.121013567687129
1100,50,0.149360522781702
1100,50,0.155305940979056
1100,100,0.1782475702296
1100,100,0.184485882488138
1100,500,0.227988736167145
1100,500,0.236686428325176
