t,input_il6,JAK1_gp130_Obs,STAT3_Obs,tpSTAT3_Obs,SOCS3RNA_Obs
0,2.5,0.505992577167535,27.8579509899347,0.277766726308907,2.59989620260721e-05
0,2.5,0.524029834989928,27.917089249458,0.283563310507522,2.53376584888934e-05
0,2.5,0.52421747376737,24.4552112316708,0.282459602470991,2.5469190374711e-05
0,2.5,0.529219256068186,26.7359648124945,0.269012213039075,2.61327017586612e-05
0,2.5,0.54339782500158,26.4023524916133,0.288454705614363,2.48780625801544e-05
0,10,0.480612375137885,26.7071650987544,0.276078571495528,2.60928487522925e-05
0,10,0.481754436840878,26.3270285454611,0.275808525539009,2.5304928127265e-05
0,10,0.485029630491008,24.4944292934397,0.267256299642386,2.68548804080961e-05
0,10,0.491556663383397,28.1673089425572,0.283570159418413,2.35031725694715e-05
0,10,0.5459705670252,26.6547792961882,0.277853809768476,2.63998064703085e-05
0,60,0.488331147044783,26.54796107407,0.276841684325983,2.55711338471188e-05
0,60,0.504512036076055,24.5489307886475,0.301591826011198,2.7030920656597e-05
0,60,0.522349823225942,25.4260075453512,0.287273361425651,2.59619835638595e-05
0,60,0.522633598611232,27.1935526638826,0.293602599071579,2.59179864929304e-05
0,60,0.52700696104286,24.7404253575876,0.276901069447951,2.61372314103424e-05
0,120,0.479924723403846,27.3931653562668,0.305987460742696,2.58244056018122e-05
0,120,0.480933405264337,26.1787293958211,0.30000513180564,2.607495116158e-05
0,120,0.491226707255752,27.8461339782157,0.279796022855616,2.44353581837682e-05
0,120,0.510416907760464,26.5781516132581,0.276136026298184,2.62205731561679e-05
0,120,0.533169126828537,25.6671301200798,0.295636743556072,2.76816872142721e-05
