t,input_il6,nSOCS3RNA5_Obs
34,0,-0.0012307512100482
34,0,0.00097079124799963
34,0.5,0.0011747054764788
34,0.5,0.000942737850152045
34,1,0.000569581193501864
34,1,0.0017440791121944
34,2.5,0.00347956352131688
34,2.5,0.0019488951491378
34,5,0.0522490157451492
34,5,0.0535094229019967
34,10,-0.00113587080814454
34,10,0.000740861761622347
34,25,0.011026891855406
34,25,0.0103875205494096
34,50,0.00151925691362969
34,50,0.000583444460268416
34,100,0.0274567591084897
34,100,0.0287268869389664
34,500,0.111128577519591
34,500,0.110828435124043
