t,input_il6,nSOCS3RNA5_Obs
400,0.1,0.00142490797736486
400,0.1,0.00245465615429449
400,0.5,0.00283398510060324
400,0.5,0.00427970507922824
400,1,-6.20036113773243e-05
400,1,0.000892567073107136
400,2.5,0.00656853914424849
400,2.5,0.00768818565507389
400,5,0.0169833726909158
400,5,0.0178576798950807
400,10,0.031368222615727
400,10,0.0365499744250502
400,25,0.0651357764677458
400,25,0.0676981641781705
400,50,0.0910654845273911
400,50,0.0940862825100026
400,100,0.130093522959597
400,100,0.130131694760386
400,500,0.191252275595353
400,500,0.194218791066096
