t,epo_level,STAT5_Obs,CISHRNA_Obs
11,2.5e-09,13.1997910602821,0.000503825037574347
11,7.905e-09,32.8045653612595,0.000839594693889779
11,1.25e-08,41.362834865463,0.000587983381803345
11,1.25e-08,39.5183994108641,0.000569489891043408
11,1.25e-08,52.8299634407883,0.000727184688767745
11,1.75e-08,1.90897694110612,0.000824566997965747
11,2.5e-08,0.894634876431854,0.00124955287990131
11,2.5e-08,-16.7848011618307,0.00129191049070997
11,2.5e-08,27.6213151429862,0.000346344680369826
11,3.95e-08,28.5474631277434,0.000277245611471127
11,3.95e-08,27.2119137826095,0.000436796510809492
11,3.95e-08,67.6298551552205,0.000657081774238951
11,7.9e-08,11.0546242637463,0.000484588093422927
11,1.25e-07,13.7933951973598,0.000594823015642144
11,1.7675e-07,10.8821068626431,0.000519665508180587
11,2.5e-07,-3.7833029026617,0.00152945456881103
11,7.905e-07,68.6001392452495,0.000359637966645912
11,2.5e-06,12.7066177109383,0.000825550896524529
