t,epo_level,STAT5_Obs,CISHnRNA3_Obs,CISHnRNA4_Obs,CISHRNA_Obs,SOCS3nRNA2_Obs
14,0,6.36896887960756,9.37628094884051e-05,0.000157673866177683,0.000222609515798239,0.0004659839275468
14,0,7.7784596223401,0.00010947959471789,6.78778238943079e-06,0.000400575906112013,0.00110617928764762
14,4.2857e-08,3.8712860067088,0.000426453457253074,0.000361173893531528,0.000368511665771768,0.00351215014696314
14,4.2857e-08,1.36732054941744,0.000533974704818236,0.000290206448463397,0.000310144090703792,0.0045448167734028
14,1.4286e-07,5.49775939667402,0.000241396071400614,0.000204580530157665,0.000520777765260692,0.00105950461764678
14,1.4286e-07,4.66227085020754,0.000365334101460358,0.00023367817582385,0.000404692208606092,0.00300322670449495
14,4.2857e-07,9.61453566134702,-6.811263190572e-07,0.00014643012389573,0.000470916240801045,0.00165275629547095
14,4.2857e-07,6.26007058714752,7.29621385002493e-05,4.350375015518e-05,0.000327695040233378,0.00173848207674571
14,1.4286e-06,2.72052868085868,0.000441376760043533,0.000285068907352513,0.000492296601859824,0.00272080402083322
14,1.4286e-06,0.269332819186629,0.000479760047848426,0.000235908999290035,0.000386227274470116,0.00380308657679776
14,4.2857e-06,1.59974153047522,0.000390758082356471,0.00029334666974759,0.000327679123151558,0.0026495938238914
14,4.2857e-06,2.71848190370387,0.000394351827000803,0.000263100902233688,0.000538667996557182,0.00331443260542954
14,1.4286e-05,9.09137801468859,0.000201506782572538,0.000115942943913496,0.000441724866432651,0.00156284132997374
14,1.4286e-05,7.7398001204637,0.000221276267185972,0.000140788179989882,0.000416156137439182,0.000844850748578636
14,4.2857e-05,8.96868739292634,0.000101368546562783,9.19280903664731e-05,0.000335614680768947,0.00179418595652954
14,4.2857e-05,6.62027932686035,6.46699777797968e-05,0.00011434519988496,0.000337402084686061,0.00139882925240858
