t,input_il6,pJAK1_pgp130_Obs,STAT3_Obs
56,0,0.00255071017097288,29.3280155946686
56,0,0.00397909527508064,31.3330575636118
56,0.0005,0.00731234376658787,32.0773035899415
56,0.0005,0.00855409665211626,32.0210983403719
56,0.005,0.00182445322391723,28.1011102272171
56,0.005,0.00229439007678961,30.8011300275744
56,0.005,0.0039220131182574,30.1139658779615
56,0.005,0.00423541210394262,31.8173856329755
56,0.005,0.00449080460009003,31.6822352977177
56,0.005,0.00470472139301781,29.7400913850701
56,0.005,0.00532072337904598,28.7845786102927
56,0.005,0.00701290580323929,29.8689562258745
56,0.05,0.00241307669828958,30.847406079523
56,0.05,0.00269454830495681,31.8334075584915
56,0.05,0.00334828444783158,28.3601449107163
56,0.05,0.00389331721617757,30.3199807391688
56,0.05,0.00446973482707331,31.2598132192165
56,0.05,0.00471410473335071,30.2474627540376
56,0.05,0.00498084410917988,28.7470545464831
56,0.05,0.00726788904521276,29.5417800236618
56,0.1,0.00204511262815884,29.7520934578636
56,0.1,0.00308591629562743,30.2964786187302
56,0.1,0.00482532194731024,29.6250921964911
56,0.1,0.0049911382399739,32.1325426143713
56,0.1,0.00563717446027821,29.7874945059622
56,0.1,0.00640443505234595,31.6691478991955
56,0.1,0.0100584461721724,30.4696066741319
56,0.1,0.0103698224953799,29.2731918244285
56,0.5,0.00666408336417027,28.441170394967
56,0.5,0.00753327307325152,29.5195940808725
56,0.5,0.00783202567976149,29.3735083674167
56,0.5,0.00909475340924799,29.8178558537131
56,1,0.00845593166339698,28.6521388438222
56,1,0.0106129026471327,27.7915986647625
56,1,0.0118092813162265,28.2495253402239
56,1,0.0122810441840163,29.8705282764766
56,1,0.0127247232829459,31.9036193432109
56,1,0.0128812677108121,28.858255050721
56,1,0.0132113687533898,30.1125011004587
56,1,0.0132373500445538,30.1170659101277
56,2.5,0.0175109497100618,28.0005653689558
56,2.5,0.0187536668997489,26.8631648841951
56,2.5,0.019552140228911,27.6908510966672
56,2.5,0.0199931980303941,26.162945819819
56,2.5,0.0204895789927686,29.390554299237
56,2.5,0.0205439730449079,26.5584291354932
56,2.5,0.022120494435407,27.2194244779656
56,2.5,0.0259922664977349,28.3827753774952
56,5,0.0337319991479687,25.3156406059205
56,5,0.0370843542239111,26.0115182268861
56,10,0.0494523485718966,26.6431268080698
56,10,0.0494746403347027,24.366274536919
56,10,0.0498993586351679,27.0283411683892
56,10,0.0504688197773907,24.0673918675414
56,10,0.0506402764935445,23.1660729901018
56,10,0.0514157594432818,29.3831180777424
56,25,0.0722592367748636,24.6792433634907
56,25,0.0737907930629594,25.3670859285204
56,50,0.0807785142834545,20.3915742121661
56,50,0.0821966418432061,23.0761332934409
56,50,0.0826129939379548,21.9588306833243
56,50,0.0829025349346223,21.2865382931355
56,50,0.0829752404701913,22.2503573175492
56,50,0.0847847123333237,22.9244913909758
56,50,0.0865817112587627,22.787262790051
56,50,0.0871574783261922,22.1767890686196
56,100,0.0925592641104472,23.3086962768141
56,100,0.0930599607394815,23.064216203826
56,100,0.0932934801501596,23.2221937353253
56,100,0.0935737592828114,24.0157040543498
56,100,0.0938810531721078,20.6870088468288
56,100,0.0943039184965596,22.019254842074
56,100,0.0950328072260115,21.2135341387767
56,100,0.0968601412345605,19.3342482548737
56,200,0.098125559397983,21.1018060506246
56,200,0.10212787219083,21.3952646378658
56,500,0.101865064413764,22.0246394896351
56,500,0.102375797767452,22.3963312200453
56,500,0.104149787917749,19.138937469395
56,500,0.104496641746657,23.7531179834336
56,500,0.104505972595622,23.0877289693883
56,500,0.106640537416362,22.6903195928072
