t,input_il6,pJAK1_pgp130_Obs,STAT3_Obs
1200,0.1,0.0035699445852766,30.3530949787497
1200,0.1,0.00233784828775846,30.5333331013844
1200,0.5,0.00435535999619212,30.4981926992685
1200,0.5,0.00305322367460959,28.7195146952707
1200,1,0.00472906267969906,31.295612293764
1200,1,0.00257112482401483,30.6103270908343
1200,2.5,0.0245360302513615,29.5484847013176
1200,2.5,0.0206992939340022,29.3248157771624
1200,5,0.0551955784114282,23.1480382949235
1200,5,0.0573503214601555,24.4617628536739
1200,10,0.00910530822313421,31.259945045159
1200,10,0.00957546329988318,29.9542846996149
1200,25,0.0327088964812479,24.6229458561952
1200,25,0.0368058662147869,26.6137147022463
1200,50,0.0109148793092449,28.2581222344786
1200,50,0.0133841771703111,30.7030274692324
1200,100,0.0450226677485274,27.2675412027908
1200,100,0.0456197742514745,26.6602972343768
1200,500,0.0745184267454186,21.1289939782753
1200,500,0.0715994032476791,23.1779105682286
