t,epo_level,STAT5_Obs,CISnRNA5_Obs,SOCS3nRNA1_Obs
8,2.5e-09,69.3386890888522,0.00398057610501755,-0.000445630483089549
8,7.905e-09,72.8674067801427,0.324661158892532,0.000723412337741256
8,7.905e-09,79.8045997787068,-0.10449458593882,0.000186715708299976
8,7.905e-09,93.3956093474846,-0.0224968061393791,5.64226556048296e-06
8,1.25e-08,76.1600710240689,-0.054820346671701,-3.85633797839088e-05
8,1.25e-08,82.4641951100377,0.0219626231421433,-0.000530359112343262
8,1.25e-08,123.454390276661,-0.0770972737301008,0.000184934812039262
8,1.75e-08,86.6345868170206,-0.0843140355617189,2.12236942574431e-05
8,2.5e-08,41.575809694968,-0.10102256170988,-0.000531492704801489
8,2.5e-08,63.2487102088587,0.0100028631822449,0.000876705471763506
8,2.5e-08,64.5189334729591,-0.0996737737307969,1.01659904160087e-05
8,3.95e-08,63.1564770635986,-0.0353945512734572,0.00102839665858301
8,3.95e-08,71.4856538420477,0.149472891297603,0.000344711994289157
8,3.95e-08,94.987111849848,-0.143149856332136,0.00109874247278414
8,7.9e-08,25.1304789953739,0.0290615513306383,0.000762878732348267
8,1.25e-07,-1.5667680349273,0.261303076468998,0.000901219632995386
8,1.7675e-07,7.4244187170007,0.230420766920521,0.00251937516533723
8,2.5e-07,-13.6202324322102,0.345907680756959,0.00320168108438893
8,2.5e-07,-2.89572569322211,0.412512935821509,0.00283104914526776
8,2.5e-07,41.2583479961085,0.485287624298096,0.00119695702963855
8,7.905e-07,-34.3029879124564,1.01228139630513,0.00433753377621423
8,7.905e-07,-11.7555077716498,1.46627850116829,0.0036096082705668
8,7.905e-07,4.10364524055955,1.09604980589099,0.00311684885704971
8,2.5e-06,-37.9998558855939,1.96269436934034,0.00345715426762383
