t,epo_level,SOCS3nRNA3_Obs
110,2.5e-09,0.000213429332707171
110,2.5e-09,0.00157035499051466
110,2.5e-09,0.0020324090654226
110,2.5e-08,0.000531465407935942
110,2.5e-08,0.00132953011290809
110,2.5e-08,0.00216492778912728
110,1.25e-07,0.00201973361043099
110,1.25e-07,0.0025391728644149
110,1.25e-07,0.00388986095378218
110,2.5e-07,0.00126698112319279
110,2.5e-07,0.00262086665463643
110,2.5e-07,0.00301422058045759
110,2.5e-06,0.00318545871224534
110,2.5e-06,0.00380631042671399
110,2.5e-06,0.00421559915714108
