t,epo_level,EpoRpJAK2_Obs,CIS_Obs,SOCS3nRNA4_Obs
36,2.5e-09,-0.371891741843105,-0.599185539548234,0.0021040556922961
36,2.5e-09,-0.209350538033858,-3.4189801360839,-0.00344188746445279
36,2.5e-09,-0.178315782209902,-0.437190508718456,-0.00166329984728498
36,2.5e-08,-0.0445178675789811,0.463498599036227,0.00342058599680273
36,2.5e-08,0.0914786425210966,2.91453254796006,0.00235940910068588
36,2.5e-08,0.345075421186926,2.02718900748003,0.00212623828731808
36,1.25e-07,-0.0303694251622887,4.33176371571433,0.00549593825946741
36,1.25e-07,0.161938525865255,8.39773250530104,0.0076478354374123
36,1.25e-07,0.17122339727612,8.13203322929673,0.0063097128092804
36,2.5e-07,0.166711689570182,6.36153888798105,0.0109558999079149
36,2.5e-07,0.357413881894358,9.89069874497019,0.00603957314308118
36,2.5e-07,0.691276388048297,9.82584404526436,0.00834310134541709
36,1.25e-06,0.922586588838924,9.52790324596888,0.0103412411851733
36,1.25e-06,0.951290463092054,8.85749179740481,0.0115558401636108
36,1.25e-06,1.28413436549129,13.1519137015928,0.00952490423483723
36,2.5e-06,1.46757417191172,9.14155296743046,0.00658860275957745
36,2.5e-06,1.47714743021941,10.3957598585294,0.00770373118398305
36,2.5e-06,1.87077335201632,8.88335295108603,0.00514812421498335
