t,epo_level,EpoRpJAK2_Obs,CIS_Obs,SOCS3nRNA4_Obs
12,2.5e-09,-0.558304589312551,-0.0109972134051421,0.0015397970426328
12,2.5e-09,-0.509134647895843,-0.000647451795566023,-0.000390563292839666
12,2.5e-09,0.772944082147614,-0.000777395748312817,-0.000501980308985651
12,2.5e-08,-0.141858378570544,0.000228398197637204,0.000866095311951852
12,2.5e-08,-0.0482387534269285,0.00378193818862266,-0.000496342023365888
12,2.5e-08,0.175532787372816,-0.00341285389615978,0.000374075952960496
12,2.5e-07,0.335281238472724,0.00355550614001804,0.0034643339583475
12,2.5e-07,0.362494207204,0.00916286794701305,0.00211142770690456
12,2.5e-07,0.41299296611008,0.00661463179388438,0.003602364516998
12,2.5e-06,1.57676300290036,0.0287719304406355,0.00459102470190822
12,2.5e-06,1.97756573931626,0.0255640114125037,0.00431507171404822
12,2.5e-06,2.20538045339231,0.0231148646468015,0.00540843267497646
12,2.5e-05,3.03559324063751,0.037393465988125,0.00403401245628071
12,2.5e-05,3.36241357085193,0.0419708919747276,0.00426067255498746
12,2.5e-05,3.81480939055325,0.0311812683230811,0.00381274770272483
