t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_9_Obs,Compound_10_Obs
0,14.7289128519478,89.1400048823048,3.63438229306386,3.09925121988427,0.984510721632365
50,8.33125764263229,54.4239300038471,NaN,42.3792694257518,NaN
55,NaN,NaN,NaN,NaN,89.4718538964512
60,NaN,NaN,12.6158419125489,NaN,NaN
100,7.93171593979709,49.315406647295,17.336298086876,38.8738787890639,51.9752657897694
150,10.9388036123709,60.7156971956176,NaN,43.2250176739784,45.5121957860238
200,15.5297732659467,36.9451081908797,10.8613877542279,48.7176738295033,NaN
250,8.2663672600502,NaN,14.6277008649451,29.2503609895125,30.5498040715111
300,NaN,84.0397423652581,15.1863364703937,NaN,30.8984853033989
350,9.18072474779017,84.5129296843989,NaN,22.4002238729294,NaN
400,12.8974784413492,59.6429946390931,19.4296756035873,17.7638431793288,20.2985531671655
450,NaN,NaN,NaN,NaN,21.1216556237887
500,18.5829335633228,54.7935483383023,11.3806466285797,14.1772096648292,NaN
600,12.8158217592288,64.3015600452405,13.9446418875326,8.69453316426575,11.1904283553918
700,NaN,100.132061165515,17.3254201837649,NaN,8.12909477302702
750,13.7578832178073,NaN,NaN,9.2790032501005,NaN
850,NaN,65.8088241695018,15.6705859942587,NaN,7.23822486355438
900,24.3614369368011,NaN,NaN,6.82735670563203,NaN
1000,18.6437543304854,61.6881171055387,12.7405429577798,7.63523411025384,9.53437007570809
1500,NaN,NaN,12.0115453274743,NaN,NaN
