t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_9_Obs,Compound_10_Obs
0,14.0394349704475,187.968971001134,2.46933641576624,3.49485047573497,0.727924791708333
40,NaN,106.99280530047,NaN,30.5141914697431,92.3229637325807
50,6.42479101466527,NaN,NaN,NaN,NaN
55,NaN,NaN,28.8493912638325,NaN,NaN
80,NaN,NaN,NaN,28.9597433772709,NaN
85,NaN,79.5888828459356,NaN,NaN,79.2087352171792
100,6.93687855888747,NaN,15.1629306964905,34.6733186987797,NaN
150,9.41625657241674,106.720802549005,19.1155491985603,20.6991833834978,61.5806047839774
200,9.80381419333323,160.398700954791,15.2042831745479,17.7465766191405,51.0791505329884
250,12.747710286411,163.471097570404,NaN,NaN,50.7845499765429
300,NaN,143.468551321231,21.7869574904074,10.0557648070364,22.2888353243995
350,10.5527438428396,217.579713109684,11.3615001655803,11.830254556469,20.9782197328427
400,13.657427211324,NaN,21.4722072922464,12.248709145014,NaN
450,NaN,119.848888528784,NaN,NaN,9.75844848805475
500,9.29881883447687,NaN,18.2803035531479,5.44370688134333,NaN
550,NaN,184.340791567131,NaN,NaN,14.1137160505429
600,23.8510310409239,NaN,16.9376943025046,6.3954025527979,NaN
650,NaN,171.598523700631,NaN,NaN,14.8089100141483
700,NaN,NaN,NaN,10.0380495778102,NaN
750,15.1296124383395,256.344515029868,19.667529700265,NaN,NaN
800,NaN,NaN,NaN,NaN,7.67827786101936
850,NaN,NaN,23.9877075504627,5.81847275959109,NaN
900,13.9584488501077,NaN,NaN,NaN,NaN
950,NaN,177.770594838306,NaN,NaN,6.36750348297151
1000,12.3601880397456,NaN,14.7042457592673,NaN,NaN
1500,NaN,NaN,18.3013090062733,NaN,NaN
