t,Compound_5_Obs,Compound_6_Obs,Compound_7_Obs,Compound_8_Obs
0,102.736814524104,78.357111041796,72.2500866471585,81.0281588804418
30,NaN,NaN,NaN,93.5451294990413
50,49.0909693012128,NaN,NaN,NaN
55,NaN,NaN,45.707985247704,NaN
60,NaN,70.8953721764914,NaN,NaN
65,NaN,NaN,NaN,70.8526010973668
100,61.1024949155136,73.7415599294782,54.3202223069086,86.9600628988742
150,67.5009711277293,NaN,51.9764327157279,69.950307124115
200,57.9804848688555,73.84166721115,NaN,100.107632650272
250,NaN,86.662864027783,38.6530709098141,56.8739149532878
300,59.7433828727179,87.2504385007873,73.4149779060581,64.695620773433
350,73.2226033124839,NaN,NaN,64.4428571338543
400,NaN,145.341102837252,80.8692971766998,NaN
450,124.456492351034,NaN,59.7336146623508,72.3916601712658
500,NaN,73.6923798014327,NaN,71.1460506629034
550,101.946044699329,NaN,58.2077335354274,NaN
600,NaN,86.9670224658657,NaN,NaN
700,171.2926706005,106.132860953548,48.4384732735413,NaN
800,NaN,73.583010923309,NaN,NaN
850,133.289568810089,NaN,46.7672616956457,NaN
1000,91.4826057385496,77.2043227651513,57.6245435291991,NaN
