t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_9_Obs,Compound_10_Obs
0,15.7766181230325,60.5518130843326,2.74778168186044,2.87642145273847,1.007712497989
10,17.2310693728743,68.7169576030755,2.79429420813813,NaN,0.60255384087268
15,NaN,NaN,NaN,2.52317050810092,NaN
20,NaN,NaN,2.53458909435373,NaN,0.677454245318761
25,11.2454291906679,54.8003928623999,NaN,2.11235475863664,NaN
35,11.8707916326046,NaN,2.22561509298598,NaN,1.25846102116388
40,NaN,66.2460121091991,NaN,3.49933453794311,NaN
45,NaN,NaN,3.97856747583043,NaN,1.08530882718374
50,16.802251720579,NaN,NaN,NaN,NaN
55,NaN,45.7675900895886,NaN,2.83374937364602,NaN
60,NaN,NaN,4.09016374250544,NaN,1.25654751490054
70,9.64177376574529,78.9286412696776,NaN,NaN,NaN
75,NaN,NaN,NaN,3.58336933400059,NaN
80,NaN,NaN,4.0073643223736,NaN,0.780566560895353
90,15.9212079084721,69.965216377809,NaN,NaN,NaN
100,NaN,NaN,NaN,2.37834060684344,NaN
