t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_9_Obs,Compound_10_Obs
0,14.6680317243418,56.417936427055,2.33946187871148,2.57485786382579,1.17360316504102
45,NaN,33.5301504759565,NaN,169.497733813323,159.758534846585
55,6.30907085676218,NaN,17.2686582929653,NaN,NaN
85,NaN,NaN,NaN,133.437802561599,NaN
90,NaN,NaN,NaN,NaN,140.551853060007
95,NaN,28.3731151203552,NaN,NaN,NaN
100,5.80242986598343,NaN,13.8163437027056,NaN,NaN
150,9.32480640693388,35.164396795468,13.0073818673618,75.8917475155642,120.873865557752
200,NaN,62.8386073478877,NaN,87.765200027121,77.2329061079857
250,11.468550789963,62.7893655946657,12.7020150130426,52.8297889408951,57.8393194535956
300,18.3153576911787,66.3288535375502,23.7202328323953,44.4875720097178,58.8507386784727
350,NaN,NaN,NaN,41.9505867512055,71.9667269572636
400,10.7336939410516,62.2793940546423,16.5394628862146,NaN,NaN
450,NaN,81.8871255157298,12.3254480391591,23.0192863658466,27.6527968992194
500,16.6154269240614,NaN,NaN,NaN,NaN
550,NaN,45.5583030262663,15.0773018914053,23.6023223441119,19.5218339336218
600,12.3132870366925,NaN,NaN,NaN,NaN
650,NaN,NaN,NaN,22.0510372848693,11.4918163628308
700,NaN,55.1172617237963,15.116927575077,NaN,NaN
750,18.1997601980154,NaN,NaN,NaN,NaN
800,NaN,60.7506184815181,NaN,7.78433959055506,8.66372953009809
850,NaN,NaN,11.8685495514848,NaN,NaN
900,13.4931759054447,NaN,NaN,NaN,NaN
950,NaN,56.147214440642,NaN,8.85985295939951,8.88757169847141
1000,12.2402152092842,NaN,15.9392786750824,NaN,NaN
1500,NaN,NaN,9.69160767339526,NaN,NaN
