t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_9_Obs,Compound_10_Obs
0,346.410953554065,76.6919711755515,2.78135541975668,3.26137881623125,1.14565643320459
45,NaN,NaN,111.035439251527,NaN,NaN
50,NaN,NaN,NaN,22.7240434964291,29.1681549793581
55,81.5296139432608,NaN,NaN,NaN,NaN
60,NaN,54.0580541510326,NaN,NaN,NaN
90,NaN,NaN,53.423041249064,NaN,NaN
100,103.002157653411,54.4931960463897,NaN,18.9612635833731,21.9003932295215
150,166.301968942687,NaN,48.3790116700561,18.9495066507732,19.3728052385053
200,NaN,107.2640427018,27.5687179899253,8.50993847928438,18.0949537142974
250,158.382065428399,71.7947432338504,38.8583989497243,10.9620219369626,13.351202498551
300,220.993232602286,NaN,13.6200793358518,NaN,NaN
350,NaN,59.7144714358877,26.1916203889392,7.11337589705384,11.0029092758407
400,105.275263534984,92.1934969740919,NaN,7.46114390778234,7.4626053497589
450,164.96564768126,NaN,13.9278430309483,NaN,NaN
500,NaN,44.7471596136744,NaN,9.39317507043426,8.23100739911485
550,NaN,NaN,18.1385607740756,NaN,NaN
600,274.504337577598,52.5310396005556,NaN,6.51548906154979,9.79216577506374
650,NaN,NaN,20.9148133740104,NaN,NaN
700,129.580767409437,NaN,NaN,6.45331304905266,NaN
750,NaN,71.5351272676017,17.3991758665936,NaN,6.21142806091109
850,218.670074591476,NaN,NaN,5.21441698793751,NaN
900,NaN,71.3971490394346,9.3572876646155,NaN,5.24969084332819
1000,225.61639054051,64.854984947979,13.0545240976194,3.72450559542889,7.27526334067152
