t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_9_Obs,Compound_10_Obs
0,16.4018885361769,117.131987992041,3.55484738328359,2.80407406515218,0.857529294831828
10,10.6915430094881,205.510110354477,3.59186389458779,4.82180553692224,1.69028835266661
20,NaN,240.574093236499,4.59318356714964,NaN,NaN
25,15.6057814111824,NaN,NaN,3.06811798250063,0.872664383121671
30,NaN,158.098347147233,NaN,NaN,NaN
35,NaN,NaN,3.79511811576119,NaN,0.893603881252643
40,13.3985895294063,NaN,NaN,3.20043454929326,NaN
45,NaN,178.575869430383,2.76618386253537,NaN,NaN
55,20.4986760303231,NaN,NaN,2.52670382871403,1.21307269795799
60,NaN,149.055954199029,2.87207276938243,NaN,NaN
70,18.7783558369769,NaN,NaN,3.58425457743493,0.810430443149931
75,NaN,354.378458809546,NaN,NaN,NaN
80,NaN,NaN,2.54599885538179,NaN,NaN
90,20.2288442047485,NaN,NaN,3.50861610887521,1.00849892032096
