observableId	observableName	observableFormula	observableTransformation	noiseFormula	noiseDistribution
CISHRNA_Obs_1	CISHRNA_Obs	CISHRNA*scale1_CISHRNA_Obs	lin	sd1_CISHRNA_Obs	normal
CISHRNA_Obs_2	CISHRNA_Obs	CISHRNA*scale2_CISHRNA_Obs	lin	sd2_CISHRNA_Obs	normal
CISHRNA_Obs_3	CISHRNA_Obs	CISHRNA*scale3_CISHRNA_Obs	lin	sd3_CISHRNA_Obs	normal
CISHRNA_Obs_4	CISHRNA_Obs	CISHRNA*scale4_CISHRNA_Obs	lin	sd4_CISHRNA_Obs	normal
CISHRNA_Obs_5	CISHRNA_Obs	CISHRNA*scale5_CISHRNA_Obs	lin	sd5_CISHRNA_Obs	normal
CISHRNA_Obs_6	CISHRNA_Obs	CISHRNA*scale6_CISHRNA_Obs	lin	sd6_CISHRNA_Obs	normal
CISHRNA_Obs_7	CISHRNA_Obs	CISHRNA*scale7_CISHRNA_Obs	lin	sd7_CISHRNA_Obs	normal
CISHnRNA2_Obs_1	CISHnRNA2_Obs	CISHnRNA2*scale1_CISHnRNA2_Obs	lin	sd1_CISHnRNA2_Obs	normal
CISHnRNA2_Obs_2	CISHnRNA2_Obs	CISHnRNA2*scale2_CISHnRNA2_Obs	lin	sd2_CISHnRNA2_Obs	normal
CISHnRNA3_Obs_01	CISHnRNA3_Obs	CISHnRNA3*scale10_CISHnRNA3_Obs	lin	sd10_CISHnRNA3_Obs	normal
CISHnRNA3_Obs_02	CISHnRNA3_Obs	CISHnRNA3*scale1_CISHnRNA3_Obs	lin	sd1_CISHnRNA3_Obs	normal
CISHnRNA3_Obs_03	CISHnRNA3_Obs	CISHnRNA3*scale2_CISHnRNA3_Obs	lin	sd2_CISHnRNA3_Obs	normal
CISHnRNA3_Obs_04	CISHnRNA3_Obs	CISHnRNA3*scale3_CISHnRNA3_Obs	lin	sd3_CISHnRNA3_Obs	normal
CISHnRNA3_Obs_05	CISHnRNA3_Obs	CISHnRNA3*scale4_CISHnRNA3_Obs	lin	sd4_CISHnRNA3_Obs	normal
CISHnRNA3_Obs_06	CISHnRNA3_Obs	CISHnRNA3*scale5_CISHnRNA3_Obs	lin	sd5_CISHnRNA3_Obs	normal
CISHnRNA3_Obs_07	CISHnRNA3_Obs	CISHnRNA3*scale6_CISHnRNA3_Obs	lin	sd6_CISHnRNA3_Obs	normal
CISHnRNA3_Obs_08	CISHnRNA3_Obs	CISHnRNA3*scale7_CISHnRNA3_Obs	lin	sd7_CISHnRNA3_Obs	normal
CISHnRNA3_Obs_09	CISHnRNA3_Obs	CISHnRNA3*scale8_CISHnRNA3_Obs	lin	sd8_CISHnRNA3_Obs	normal
CISHnRNA3_Obs_10	CISHnRNA3_Obs	CISHnRNA3*scale9_CISHnRNA3_Obs	lin	sd9_CISHnRNA3_Obs	normal
CISHnRNA4_Obs_1	CISHnRNA4_Obs	CISHnRNA4*scale1_CISHnRNA4_Obs	lin	sd1_CISHnRNA4_Obs	normal
CISHnRNA4_Obs_2	CISHnRNA4_Obs	CISHnRNA4*scale2_CISHnRNA4_Obs	lin	sd2_CISHnRNA4_Obs	normal
CISHnRNA4_Obs_3	CISHnRNA4_Obs	CISHnRNA4*scale3_CISHnRNA4_Obs	lin	sd3_CISHnRNA4_Obs	normal
CISHnRNA4_Obs_4	CISHnRNA4_Obs	CISHnRNA4*scale4_CISHnRNA4_Obs	lin	sd4_CISHnRNA4_Obs	normal
CISHnRNA4_Obs_5	CISHnRNA4_Obs	CISHnRNA4*scale5_CISHnRNA4_Obs	lin	sd5_CISHnRNA4_Obs	normal
CISHnRNA4_Obs_6	CISHnRNA4_Obs	CISHnRNA4*scale6_CISHnRNA4_Obs	lin	sd6_CISHnRNA4_Obs	normal
CISHnRNA5_Obs_01	CISHnRNA5_Obs	CISHnRNA5*scale10_CISHnRNA5_Obs	lin	sd10_CISHnRNA5_Obs	normal
CISHnRNA5_Obs_02	CISHnRNA5_Obs	CISHnRNA5*scale11_CISHnRNA5_Obs	lin	sd11_CISHnRNA5_Obs	normal
CISHnRNA5_Obs_03	CISHnRNA5_Obs	CISHnRNA5*scale12_CISHnRNA5_Obs	lin	sd12_CISHnRNA5_Obs	normal
CISHnRNA5_Obs_04	CISHnRNA5_Obs	CISHnRNA5*scale13_CISHnRNA5_Obs	lin	sd13_CISHnRNA5_Obs	normal
CISHnRNA5_Obs_05	CISHnRNA5_Obs	CISHnRNA5*scale14_CISHnRNA5_Obs	lin	sd14_CISHnRNA5_Obs	normal
CISHnRNA5_Obs_06	CISHnRNA5_Obs	CISHnRNA5*scale1_CISHnRNA5_Obs	lin	sd1_CISHnRNA5_Obs	normal
CISHnRNA5_Obs_07	CISHnRNA5_Obs	CISHnRNA5*scale2_CISHnRNA5_Obs	lin	sd2_CISHnRNA5_Obs	normal
CISHnRNA5_Obs_08	CISHnRNA5_Obs	CISHnRNA5*scale3_CISHnRNA5_Obs	lin	sd3_CISHnRNA5_Obs	normal
CISHnRNA5_Obs_09	CISHnRNA5_Obs	CISHnRNA5*scale4_CISHnRNA5_Obs	lin	sd4_CISHnRNA5_Obs	normal
CISHnRNA5_Obs_10	CISHnRNA5_Obs	CISHnRNA5*scale5_CISHnRNA5_Obs	lin	sd5_CISHnRNA5_Obs	normal
CISHnRNA5_Obs_11	CISHnRNA5_Obs	CISHnRNA5*scale6_CISHnRNA5_Obs	lin	sd6_CISHnRNA5_Obs	normal
CISHnRNA5_Obs_12	CISHnRNA5_Obs	CISHnRNA5*scale7_CISHnRNA5_Obs	lin	sd7_CISHnRNA5_Obs	normal
CISHnRNA5_Obs_13	CISHnRNA5_Obs	CISHnRNA5*scale8_CISHnRNA5_Obs	lin	sd8_CISHnRNA5_Obs	normal
CISHnRNA5_Obs_14	CISHnRNA5_Obs	CISHnRNA5*scale9_CISHnRNA5_Obs	lin	sd9_CISHnRNA5_Obs	normal
CIS_Obs_1	CIS_Obs	CIS	lin	sd1_CIS_Obs	normal
CIS_Obs_2	CIS_Obs	CIS	lin	sd2_CIS_Obs	normal
CIS_Obs_3	CIS_Obs	CIS	lin	sd3_CIS_Obs	normal
CIS_Obs_4	CIS_Obs	CIS	lin	sd4_CIS_Obs	normal
CIS_Obs_5	CIS_Obs	CIS	lin	sd5_CIS_Obs	normal
CIS_Obs_6	CIS_Obs	CIS	lin	sd6_CIS_Obs	normal
CIS_Obs_7	CIS_Obs	CIS	lin	sd7_CIS_Obs	normal
