t,epo_level,SOCS3nRNA1_Obs
10,6.6667e-07,0.00100732115812714
10,6.6667e-07,0.00106892911518737
10,1.3333e-06,0.00101217593729863
10,1.3333e-06,0.00118286771050221
10,2.6667e-06,0.000872924150129127
10,2.6667e-06,0.00108101825942415
10,5.3333e-06,0.00105106736716308
10,5.3333e-06,0.00109664653358003
10,1.0667e-05,0.000934445356827121
10,1.0667e-05,0.000957312067060803
10,2.1333e-05,0.000908281092412888
10,2.1333e-05,0.000960005354796573
10,4.2667e-05,0.000936603356344928
10,4.2667e-05,0.00111521697333866
