t,input_il6,nSOCS3RNA2_Obs
10,0.1,1.15350167186869
10,0.1,1.11497297118079
10,0.1,0.874548049749884
10,0.1,1.3970164524536
10,1,0.995929644398123
10,1,1.03302095977575
10,1,1.02644267971936
10,1,1.09963105307257
10,5,3.10536037458765
10,5,2.79825829078737
10,5,2.8895928602592
10,5,3.64632056043843
10,10,352.230297204152
10,10,333.689718544152
10,10,358.494982266161
10,10,313.698262259726
10,50,1.22199297299844
10,50,1.42525938285609
10,50,1.34793480162789
10,50,1.20784862189441
10,100,101.619371829876
10,100,71.6632481083151
10,100,114.978252139747
10,100,90.5687859309974
10,500,1683.51425050365
10,500,1495.91449336782
10,500,1366.28871539072
10,500,1904.94623441749
