t,input_il6,nSOCS3RNA1_Obs
800,0.1,0.00213103805353955
800,0.1,0.00327916247381743
800,0.5,0.0128467106802752
800,0.5,0.0129680807012809
800,1,0.0207287856806594
800,1,0.0299741578460307
800,2.5,0.0627086126741742
800,2.5,0.0646779872830726
800,5,0.0930796059496909
800,5,0.129329239183245
800,10,0.180380230651262
800,10,0.192286787228886
800,25,0.295154458634767
800,25,0.341932568079347
800,50,0.609963689895281
800,50,0.760431582212711
800,100,1.47272146994638
800,100,2.59415924900303
800,500,0.394506222187744
800,500,0.457724509627692
