t,input_il6,nSOCS3RNA4_Obs
60,0.1,7.88499113765548e-05
60,0.1,9.13945168179721e-05
60,0.5,0.000549610612980104
60,0.5,0.000480662302606899
60,1,0.00234546932626562
60,1,0.00184830986612915
60,2.5,0.203775966038781
60,2.5,0.193564850783434
60,5,1.77159404453191
60,5,1.64383603172938
60,10,0.0200609644669053
60,10,0.0205215486981925
60,25,0.467810894606035
60,25,0.408368471870132
60,50,0.0949551680580818
60,50,0.0962645280923002
60,100,0.575701088769665
60,100,0.882905497409192
60,500,7.34119567072236
60,500,6.83858776648033
