t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,12.2178410095647,25.463607361105,12.2879049565233,16.0414426628387,9.45386832756963
2.5,NaN,NaN,6.98112438714324,NaN,NaN
3.5,NaN,20.8686056041349,NaN,7.01553454358552,NaN
4,3.15079842587935,NaN,NaN,NaN,NaN
5,NaN,NaN,5.88959487161301,NaN,7.30189467886173
6.5,NaN,17.8105287644185,NaN,NaN,NaN
7.5,NaN,NaN,14.6115745454443,32.3108261460951,NaN
8,6.95925141525406,NaN,NaN,NaN,NaN
10,1.66060589318558,21.9456635207704,13.5354864306693,19.3059030999943,8.03909653634119
15,2.1068183462098,11.2039201191527,11.5654518730335,39.8862569868265,7.28146031204085
20,22.6022020518893,10.022116113033,9.01950536324239,15.929921295505,14.1232844362313
25,9.06271679129874,9.81486943071175,18.9794924023935,NaN,NaN
30,NaN,NaN,10.2234921750083,12.9233332324419,8.75820534290462
35,2.12459573695162,NaN,14.2067676054828,18.3667151843627,4.34508768897029
40,3.85559553198238,NaN,NaN,NaN,NaN
45,NaN,NaN,7.56470251553731,22.7188588437163,17.7033818132727
50,8.36121628860299,NaN,NaN,NaN,NaN
55,NaN,NaN,NaN,26.8681251592076,NaN
60,1.4400829291723,NaN,NaN,NaN,9.96301819707827
65,NaN,NaN,NaN,8.56038072548602,NaN
70,2.80862561382042,NaN,NaN,NaN,13.1860132377974
