t,input_il6,nSOCS3RNA2_Obs
66,0.1,0.000646725648308104
66,0.1,0.00241878480689758
66,0.5,0.00172701251308294
66,0.5,0.00285140807158638
66,1,0.00304940035914458
66,1,0.00460044809127091
66,2.5,0.00516624996863488
66,2.5,0.00574619407713707
66,5,0.00812305118309485
66,5,0.00818006104551367
66,10,0.0108388930194915
66,10,0.0123888279041039
66,25,0.0136912852315116
66,25,0.0148440927019605
66,50,0.0146965714304186
66,50,0.0150001135710032
66,100,0.0148465545060236
66,100,0.0155435950128433
66,500,0.0171552254893305
66,500,0.0174974166117973
