t,input_il6,nSOCS3RNA2_Obs
1600,0.1,0.00449979938373738
1600,0.1,0.00503908093154051
1600,0.5,0.00691967656588199
1600,0.5,0.00453612583954737
1600,1,0.00648484975862051
1600,1,0.00805780742292138
1600,2.5,0.0134253534343752
1600,2.5,0.0131156499412409
1600,5,0.0163712764291661
1600,5,0.0131895820451919
1600,10,0.0102547357187338
1600,10,0.013483101806581
1600,25,0.0181741984781202
1600,25,0.0167391971731032
1600,50,0.0146515932591524
1600,50,0.0100248763639113
1600,100,0.0185448859034688
1600,100,0.0164386000649767
1600,500,0.0160161553226082
1600,500,0.0173184882066562
